"NMFS_POPID","SPAWNINGYEAR","NOSAEJ_10yrGeomean","NOSAEJ_5yrGeomean","NOSAIJ_10yrGeomean","NOSAIJ_5yrGeomean","TSAEJ_10yrGeomean","TSAEJ_5yrGeomean","TSAIJ_10yrGeomean","TSAIJ_5yrGeomean"
123,1953,1126,1424,NA,NA,NA,NA,NA,NA
123,1954,1184,1354,NA,NA,NA,NA,NA,NA
123,1955,1088,1059,NA,NA,NA,NA,NA,NA
123,1956,1032,976,NA,NA,NA,NA,NA,NA
123,1957,1149,801,NA,NA,NA,NA,NA,NA
123,1958,935,614,NA,NA,NA,NA,NA,NA
123,1959,862,549,NA,NA,NA,NA,NA,NA
123,1960,858,695,NA,NA,NA,NA,NA,NA
123,1961,845,732,NA,NA,NA,NA,NA,NA
123,1962,812,823,NA,NA,NA,NA,NA,NA
123,1963,746,907,NA,NA,NA,NA,NA,NA
123,1964,681,845,NA,NA,NA,NA,NA,NA
123,1965,713,732,NA,NA,NA,NA,NA,NA
123,1966,730,728,NA,NA,NA,NA,NA,NA
123,1967,697,590,NA,NA,NA,NA,NA,NA
123,1968,585,377,NA,NA,NA,NA,NA,NA
123,1969,486,280,NA,NA,NA,NA,NA,NA
123,1970,415,236,NA,NA,NA,NA,NA,NA
123,1971,295,119,NA,NA,NA,NA,NA,NA
123,1972,148,37,NA,NA,NA,NA,NA,NA
123,1973,111,33,NA,NA,NA,NA,NA,NA
123,1974,80,23,NA,NA,NA,NA,NA,NA
123,1975,54,13,NA,NA,NA,NA,NA,NA
123,1976,35,10,NA,NA,NA,NA,NA,NA
123,1977,26,18,NA,NA,NA,NA,NA,NA
123,1978,23,17,NA,NA,NA,NA,NA,NA
123,1979,14,9,NA,NA,NA,NA,NA,NA
123,1980,11,9,NA,NA,NA,NA,NA,NA
123,1981,9,8,NA,NA,NA,NA,NA,NA
123,1982,13,5,NA,NA,NA,NA,NA,NA
123,1983,10,1,NA,NA,NA,NA,NA,NA
123,1984,9,NA,NA,NA,NA,NA,NA,NA
123,1985,9,NA,NA,NA,NA,NA,NA,NA
123,1986,8,NA,NA,NA,NA,NA,NA,NA
123,1987,5,NA,NA,NA,NA,NA,NA,NA
123,1988,1,NA,NA,NA,NA,NA,NA,NA
123,1989,16,16,NA,NA,NA,NA,NA,NA
123,1990,20,20,NA,NA,NA,NA,NA,NA
123,1991,13,13,NA,NA,NA,NA,NA,NA
123,1992,17,17,NA,NA,NA,NA,NA,NA
123,1993,17,17,NA,NA,NA,NA,NA,NA
123,1994,18,18,NA,NA,NA,NA,NA,NA
123,1995,19,19,NA,NA,NA,NA,NA,NA
123,1996,20,26,NA,NA,NA,NA,NA,NA
123,1997,22,26,NA,NA,NA,NA,NA,NA
123,1998,26,39,NA,NA,NA,NA,NA,NA
123,1999,28,43,NA,NA,NA,NA,NA,NA
123,2000,27,38,NA,NA,NA,NA,NA,NA
123,2001,32,41,NA,NA,NA,NA,NA,NA
123,2002,35,48,NA,NA,NA,NA,NA,NA
123,2003,49,61,NA,NA,NA,NA,NA,NA
123,2004,51,61,NA,NA,NA,NA,NA,NA
123,2005,60,93,NA,NA,NA,NA,NA,NA
123,2006,73,131,NA,NA,NA,NA,NA,NA
123,2007,82,141,NA,NA,NA,NA,NA,NA
123,2008,78,101,NA,NA,NA,NA,NA,NA
123,2009,86,122,NA,NA,NA,NA,NA,NA
123,2010,105,119,NA,NA,NA,NA,NA,NA
123,2011,111,94,NA,NA,NA,NA,NA,NA
123,2012,106,80,NA,NA,NA,NA,NA,NA
123,2013,97,94,NA,NA,NA,NA,NA,NA
123,2014,108,96,NA,NA,NA,NA,NA,NA
123,2015,111,103,NA,NA,NA,NA,NA,NA
123,2016,98,102,NA,NA,NA,NA,NA,NA
123,2017,81,81,NA,NA,NA,NA,NA,NA
124,2005,NA,2097,NA,NA,NA,2129,NA,NA
124,2006,NA,1758,NA,NA,NA,1779,NA,NA
124,2007,1460,1252,NA,NA,1474,1264,NA,NA
124,2008,1299,925,NA,NA,1310,931,NA,NA
124,2009,1275,799,NA,NA,1289,808,NA,NA
124,2010,1351,950,NA,NA,1365,956,NA,NA
124,2011,1533,1337,NA,NA,1547,1346,NA,NA
124,2012,1498,1793,NA,NA,1510,1805,NA,NA
124,2013,1388,2084,NA,NA,1397,2097,NA,NA
124,2014,1318,2176,NA,NA,1325,2176,NA,NA
124,2015,1555,2544,NA,NA,1560,2544,NA,NA
124,2016,1854,2571,NA,NA,1863,2580,NA,NA
124,2017,2050,2343,NA,NA,2060,2351,NA,NA
128,2005,NA,180,NA,NA,NA,548,NA,NA
128,2006,NA,188,NA,NA,NA,548,NA,NA
128,2007,192,219,NA,NA,NA,448,NA,NA
128,2008,210,211,NA,NA,505,392,NA,NA
128,2009,248,312,NA,NA,602,573,NA,NA
128,2010,251,328,NA,NA,572,596,NA,NA
128,2011,240,306,NA,NA,538,531,NA,NA
128,2012,277,349,NA,NA,503,552,NA,NA
128,2013,259,317,NA,NA,480,589,NA,NA
128,2014,307,301,NA,NA,497,NA,NA,NA
128,2015,280,239,NA,NA,529,NA,NA,NA
128,2016,276,249,NA,NA,529,NA,NA,NA
128,2017,282,228,NA,NA,NA,NA,NA,NA
128,2018,231,169,NA,NA,NA,NA,NA,NA
130,1977,NA,1436,NA,NA,NA,2198,NA,NA
130,1978,NA,1360,NA,NA,NA,2083,NA,NA
130,1979,1398,1427,NA,NA,2140,2184,NA,NA
130,1980,1650,1755,NA,NA,2526,2687,NA,NA
130,1981,1649,1744,NA,NA,2524,2669,NA,NA
130,1982,1797,2150,NA,NA,2750,3291,NA,NA
130,1983,1837,2480,NA,NA,2811,3796,NA,NA
130,1984,1787,2237,NA,NA,2735,3424,NA,NA
130,1985,1980,2234,NA,NA,3031,3419,NA,NA
130,1986,2247,2895,NA,NA,3439,4431,NA,NA
130,1987,2340,2547,NA,NA,3582,3899,NA,NA
130,1988,2517,2554,NA,NA,3862,3929,NA,NA
130,1989,2680,3211,NA,NA,4123,4966,NA,NA
130,1990,2303,2373,NA,NA,3547,3679,NA,NA
130,1991,2540,2229,NA,NA,3913,3455,NA,NA
130,1992,2620,2694,NA,NA,4035,4176,NA,NA
130,1993,2091,1712,NA,NA,3221,2641,NA,NA
130,1994,2415,1816,NA,NA,3720,2787,NA,NA
130,1995,2310,2249,NA,NA,3559,3443,NA,NA
130,1996,1563,1096,NA,NA,2408,1678,NA,NA
130,1997,1564,907,NA,NA,2409,1390,NA,NA
130,1998,1286,966,NA,NA,1976,1479,NA,NA
130,1999,955,502,NA,NA,1463,768,NA,NA
130,2000,1082,520,NA,NA,1668,808,NA,NA
130,2001,1082,1069,NA,NA,1695,1713,NA,NA
130,2002,989,1078,NA,NA,1614,1875,NA,NA
130,2003,1253,1625,NA,NA,1981,2654,NA,NA
130,2004,1205,2893,NA,NA,1859,4497,NA,NA
130,2005,1114,2386,NA,NA,1702,3585,NA,NA
130,2006,1559,2275,NA,NA,2631,4041,NA,NA
130,2007,1655,2540,NA,NA,2718,3939,NA,NA
130,2008,1966,2379,NA,NA,3263,4013,NA,NA
130,2009,2943,2995,NA,NA,4797,5118,NA,NA
130,2010,2992,3751,NA,NA,4784,6385,NA,NA
130,2011,2799,3442,NA,NA,4264,4500,NA,NA
130,2012,2749,2977,NA,NA,3888,3838,NA,NA
130,2013,2883,3494,NA,NA,4044,4075,NA,NA
130,2014,3304,3645,NA,NA,4622,4174,NA,NA
130,2015,3410,3100,NA,NA,4673,3420,NA,NA
130,2016,3162,2905,NA,NA,3795,3200,NA,NA
130,2017,3423,3936,NA,NA,4095,4370,NA,NA
130,2018,3621,3752,NA,NA,4150,4226,NA,NA
131,2005,NA,369,NA,NA,NA,394,NA,NA
131,2006,NA,379,NA,NA,NA,408,NA,NA
131,2007,440,533,NA,NA,471,551,NA,NA
131,2008,494,598,NA,NA,524,617,NA,NA
131,2009,552,745,NA,NA,582,771,NA,NA
131,2010,625,952,NA,NA,657,988,NA,NA
131,2011,684,1235,NA,NA,716,1256,NA,NA
131,2012,780,1139,NA,NA,805,1176,NA,NA
131,2013,786,1033,NA,NA,821,1091,NA,NA
131,2014,969,1262,NA,NA,1017,1343,NA,NA
131,2015,902,854,NA,NA,948,911,NA,NA
131,2016,911,672,NA,NA,953,723,NA,NA
131,2017,867,660,NA,NA,923,724,NA,NA
131,2018,600,348,NA,NA,715,469,NA,NA
132,2013,NA,1813,NA,NA,NA,1968,NA,NA
132,2014,NA,2133,NA,NA,NA,2362,NA,NA
132,2015,1750,1598,NA,NA,1984,1825,NA,NA
132,2016,1836,1642,NA,NA,2091,1914,NA,NA
132,2017,1840,2032,NA,NA,2086,2388,NA,NA
132,2018,1840,1868,NA,NA,2086,2211,NA,NA
133,2013,NA,1522,NA,NA,NA,1737,NA,NA
133,2014,NA,1657,NA,NA,NA,1919,NA,NA
133,2015,1203,1215,NA,NA,1428,1412,NA,NA
133,2016,1042,974,NA,NA,1331,1277,NA,NA
133,2017,1004,835,NA,NA,1333,1206,NA,NA
134,2013,NA,443,NA,NA,NA,978,NA,NA
134,2014,NA,626,NA,NA,NA,1285,NA,NA
134,2015,495,488,NA,NA,996,869,NA,NA
134,2016,493,482,NA,NA,962,797,NA,NA
134,2017,514,587,NA,NA,949,926,NA,NA
135,2013,NA,200,NA,NA,NA,1009,NA,NA
135,2014,NA,305,NA,NA,NA,1220,NA,NA
135,2015,244,258,NA,NA,915,875,NA,NA
135,2016,246,341,NA,NA,874,779,NA,NA
135,2017,219,284,NA,NA,795,751,NA,NA
136,2013,NA,9,NA,NA,NA,219,NA,NA
136,2014,NA,12,NA,NA,NA,276,NA,NA
136,2015,12,16,NA,NA,237,227,NA,NA
136,2016,15,25,NA,NA,231,227,NA,NA
136,2017,17,33,NA,NA,211,220,NA,NA
137,2013,NA,4659,NA,NA,NA,5418,NA,NA
137,2014,NA,6132,NA,NA,NA,7034,NA,NA
137,2015,4917,4556,NA,NA,5624,5225,NA,NA
137,2016,4782,4402,NA,NA,5461,5052,NA,NA
137,2017,4513,4502,NA,NA,5255,5312,NA,NA
138,2008,NA,202,NA,NA,NA,683,NA,NA
138,2009,253,239,NA,NA,622,678,NA,NA
138,2010,311,315,NA,NA,636,578,NA,NA
138,2011,307,324,NA,NA,598,523,NA,NA
138,2012,267,300,NA,NA,526,448,NA,NA
138,2013,267,302,NA,NA,485,416,NA,NA
138,2014,292,323,NA,NA,526,463,NA,NA
138,2015,252,221,NA,NA,403,325,NA,NA
138,2016,275,245,NA,NA,402,335,NA,NA
138,2017,288,278,NA,NA,399,360,NA,NA
138,2018,247,197,NA,NA,338,267,NA,NA
140,2013,NA,486,NA,NA,NA,543,NA,NA
140,2014,NA,629,NA,NA,NA,705,NA,NA
140,2015,602,564,NA,NA,670,625,NA,NA
140,2016,634,657,NA,NA,708,718,NA,NA
140,2017,626,738,NA,NA,698,815,NA,NA
140,2018,626,807,NA,NA,698,897,NA,NA
141,2013,NA,857,NA,NA,NA,987,NA,NA
141,2014,NA,924,NA,NA,NA,1091,NA,NA
141,2015,711,585,NA,NA,850,715,NA,NA
141,2016,674,523,NA,NA,814,655,NA,NA
141,2017,654,544,NA,NA,801,713,NA,NA
142,2013,NA,740,NA,NA,NA,1123,NA,NA
142,2014,NA,1038,NA,NA,NA,1571,NA,NA
142,2015,933,926,NA,NA,1495,1373,NA,NA
142,2016,992,1199,NA,NA,1686,1973,NA,NA
142,2017,938,1307,NA,NA,1587,2265,NA,NA
143,2005,NA,176,NA,NA,NA,NA,NA,NA
143,2006,NA,204,NA,NA,NA,NA,NA,NA
143,2007,198,211,NA,NA,NA,NA,NA,NA
143,2008,171,234,NA,NA,NA,471,NA,NA
143,2009,151,205,NA,NA,325,317,NA,NA
143,2010,158,145,NA,NA,405,292,NA,NA
143,2011,164,132,NA,NA,437,294,NA,NA
143,2012,166,131,NA,NA,478,352,NA,NA
143,2013,216,200,NA,NA,547,617,NA,NA
143,2014,194,183,NA,NA,488,751,NA,NA
143,2015,109,82,NA,NA,286,280,NA,NA
143,2016,90,62,NA,NA,247,207,NA,NA
143,2017,84,48,NA,NA,241,149,NA,NA
143,2018,88,32,NA,NA,252,83,NA,NA
144,2013,NA,1176,NA,NA,NA,1254,NA,NA
144,2014,NA,1451,NA,NA,NA,1535,NA,NA
144,2015,1250,1184,NA,NA,1321,1241,NA,NA
144,2016,1300,1257,NA,NA,1376,1319,NA,NA
144,2017,1326,1465,NA,NA,1415,1556,NA,NA
145,1977,NA,375,NA,NA,NA,375,NA,NA
145,1978,NA,381,NA,NA,NA,381,NA,NA
145,1979,379,352,NA,NA,379,352,NA,NA
145,1980,430,381,NA,NA,485,450,NA,NA
145,1981,453,382,NA,NA,530,491,NA,NA
145,1982,477,578,NA,NA,601,877,NA,NA
145,1983,499,652,NA,NA,614,990,NA,NA
145,1984,516,755,NA,NA,683,1323,NA,NA
145,1985,562,829,NA,NA,770,1316,NA,NA
145,1986,614,988,NA,NA,884,1590,NA,NA
145,1987,795,1094,NA,NA,1144,1493,NA,NA
145,1988,906,1260,NA,NA,1304,1719,NA,NA
145,1989,1083,1553,NA,NA,1559,1837,NA,NA
145,1990,990,1183,NA,NA,1311,1307,NA,NA
145,1991,1076,1173,NA,NA,1366,1173,NA,NA
145,1992,1086,1078,NA,NA,1269,1078,NA,NA
145,1993,949,715,NA,NA,1108,715,NA,NA
145,1994,926,552,NA,NA,1007,552,NA,NA
145,1995,860,625,NA,NA,904,625,NA,NA
145,1996,693,409,NA,NA,693,409,NA,NA
145,1997,548,279,NA,NA,548,279,NA,NA
145,1998,460,296,NA,NA,460,296,NA,NA
145,1999,355,228,NA,NA,355,228,NA,NA
145,2000,379,230,NA,NA,379,230,NA,NA
145,2001,370,335,NA,NA,370,335,NA,NA
145,2002,344,425,NA,NA,375,504,NA,NA
145,2003,418,590,NA,NA,455,700,NA,NA
145,2004,449,883,NA,NA,493,1068,NA,NA
145,2005,458,911,NA,NA,504,1103,NA,NA
145,2006,539,868,NA,NA,565,1085,NA,NA
145,2007,644,976,NA,NA,695,1039,NA,NA
145,2008,755,966,NA,NA,829,1025,NA,NA
145,2009,943,1007,NA,NA,1074,1082,NA,NA
145,2010,963,1017,NA,NA,1116,1133,NA,NA
145,2011,1074,1328,NA,NA,1272,1445,NA,NA
145,2012,1200,1475,NA,NA,1314,1585,NA,NA
145,2013,1119,1296,NA,NA,1232,1427,NA,NA
145,2014,1311,1708,NA,NA,1458,1851,NA,NA
145,2015,1228,1482,NA,NA,1362,1578,NA,NA
145,2016,1230,1139,NA,NA,1317,1200,NA,NA
145,2017,1393,1315,NA,NA,1478,1377,NA,NA
145,2018,1277,1259,NA,NA,1366,1308,NA,NA
146,2005,NA,458,NA,NA,NA,481,NA,NA
146,2006,NA,502,NA,NA,NA,526,NA,NA
146,2007,478,474,NA,NA,498,497,NA,NA
146,2008,446,461,NA,NA,461,474,NA,NA
146,2009,478,464,NA,NA,493,469,NA,NA
146,2010,559,655,NA,NA,574,662,NA,NA
146,2011,525,549,NA,NA,538,549,NA,NA
146,2012,481,489,NA,NA,493,489,NA,NA
146,2013,536,622,NA,NA,543,622,NA,NA
146,2014,577,717,NA,NA,580,717,NA,NA
146,2015,597,543,NA,NA,600,543,NA,NA
146,2016,628,718,NA,NA,630,723,NA,NA
146,2017,630,811,NA,NA,633,820,NA,NA
146,2018,599,577,NA,NA,602,583,NA,NA
147,2013,NA,713,NA,NA,NA,852,NA,NA
147,2014,NA,1136,NA,NA,NA,1368,NA,NA
147,2015,1092,1089,NA,NA,1419,1425,NA,NA
147,2016,1185,1419,NA,NA,1540,1884,NA,NA
147,2017,1112,1711,NA,NA,1431,2294,NA,NA
148,1999,NA,1387,NA,NA,NA,3453,NA,NA
148,2000,NA,1154,NA,NA,NA,4181,NA,NA
148,2001,1251,1140,NA,NA,5711,7186,NA,NA
148,2002,1320,1240,NA,NA,6749,9939,NA,NA
148,2003,1180,1083,NA,NA,6821,11743,NA,NA
148,2004,1110,971,NA,NA,7325,13370,NA,NA
148,2005,1132,1115,NA,NA,7443,13251,NA,NA
148,2006,1025,941,NA,NA,7645,8132,NA,NA
148,2007,1003,812,NA,NA,7338,5417,NA,NA
148,2008,987,900,NA,NA,7244,4469,NA,NA
148,2009,992,1013,NA,NA,6935,3598,NA,NA
148,2010,1031,952,NA,NA,6312,3006,NA,NA
148,2011,1051,1173,NA,NA,5501,3721,NA,NA
148,2012,1032,1311,NA,NA,4968,4555,NA,NA
148,2013,1201,1602,NA,NA,4902,5378,NA,NA
148,2014,1547,2361,NA,NA,4969,6864,NA,NA
148,2015,1554,2534,NA,NA,4393,6419,NA,NA
148,2016,1766,2661,NA,NA,4948,6580,NA,NA
148,2017,1996,3039,NA,NA,5378,6349,NA,NA
149,1999,NA,3935,NA,NA,NA,6199,NA,NA
149,2000,NA,2714,NA,NA,NA,8640,NA,NA
149,2001,2734,2734,NA,NA,11148,16360,NA,NA
149,2002,3418,3418,NA,NA,14262,28302,NA,NA
149,2003,3938,4095,NA,NA,15564,36296,NA,NA
149,2004,4038,4080,NA,NA,16940,37862,NA,NA
149,2005,4222,5503,NA,NA,17819,36747,NA,NA
149,2006,4347,6299,NA,NA,23915,34958,NA,NA
149,2007,4285,5371,NA,NA,26040,23958,NA,NA
149,2008,4452,4840,NA,NA,28232,21959,NA,NA
149,2009,4535,5041,NA,NA,27648,20189,NA,NA
149,2010,4918,4394,NA,NA,26547,19178,NA,NA
149,2011,5455,4724,NA,NA,24811,17610,NA,NA
149,2012,4649,4025,NA,NA,19878,16493,NA,NA
149,2013,2174,977,NA,NA,16944,13075,NA,NA
149,2014,2261,1014,NA,NA,16737,13875,NA,NA
149,2015,1723,675,NA,NA,12335,7933,NA,NA
149,2016,1439,438,NA,NA,11060,6946,NA,NA
149,2017,1388,478,NA,NA,10565,6768,NA,NA
150,2010,NA,43,NA,NA,NA,58,NA,NA
150,2011,NA,44,NA,NA,NA,60,NA,NA
150,2012,46,41,NA,NA,62,56,NA,NA
150,2013,47,43,NA,NA,65,59,NA,NA
150,2014,44,39,NA,NA,59,53,NA,NA
150,2015,47,50,NA,NA,63,67,NA,NA
150,2016,47,51,NA,NA,63,66,NA,NA
150,2017,44,47,NA,NA,59,61,NA,NA
151,2013,NA,433,NA,NA,NA,584,NA,NA
151,2014,NA,433,NA,NA,NA,705,NA,NA
151,2015,322,287,NA,NA,591,538,NA,NA
151,2016,299,237,NA,NA,616,574,NA,NA
151,2017,282,219,NA,NA,633,681,NA,NA
152,2005,NA,153,NA,NA,NA,946,NA,NA
152,2006,NA,132,NA,NA,NA,822,NA,NA
152,2007,97,73,NA,NA,486,339,NA,NA
152,2008,95,68,NA,NA,390,225,NA,NA
152,2009,81,48,NA,NA,382,178,NA,NA
152,2010,79,47,NA,NA,350,158,NA,NA
152,2011,85,55,NA,NA,361,158,NA,NA
152,2012,76,79,NA,NA,281,233,NA,NA
152,2013,59,52,NA,NA,249,284,NA,NA
152,2014,54,60,NA,NA,209,NA,NA,NA
152,2015,42,38,NA,NA,196,NA,NA,NA
152,2016,36,24,NA,NA,170,NA,NA,NA
152,2017,38,18,NA,NA,NA,NA,NA,NA
152,2018,30,18,NA,NA,NA,NA,NA,NA
220,2003,NA,5,NA,5,NA,167,NA,167
220,2004,NA,5,NA,5,NA,180,NA,180
220,2005,5,5,5,5,179,182,179,182
220,2006,5,6,5,6,205,260,205,260
220,2007,5,NA,5,NA,229,315,229,315
220,2008,11,113,11,113,269,395,269,395
220,2009,12,38,12,38,316,554,316,554
220,2010,19,49,19,49,395,859,395,859
220,2011,33,51,33,51,532,1092,532,1092
220,2012,38,38,38,38,615,1199,615,1199
220,2013,38,30,38,30,621,977,621,977
220,2014,50,55,50,55,769,1068,769,1068
220,2015,50,50,50,50,853,847,853,847
226,1977,NA,NA,NA,1627,NA,NA,NA,1858
226,1978,NA,NA,NA,1641,NA,NA,NA,2067
226,1979,NA,NA,1620,1776,NA,NA,2120,2431
226,1980,NA,NA,1742,1837,NA,NA,2257,2583
226,1981,NA,NA,1854,2055,NA,NA,2447,3046
226,1982,NA,NA,1852,2054,NA,NA,2430,3013
226,1983,NA,NA,1830,2040,NA,NA,2352,2676
226,1984,NA,NA,1910,2055,NA,NA,2501,2572
226,1985,NA,NA,1848,1859,NA,NA,2446,2317
226,1986,NA,NA,1876,1713,NA,NA,2494,2041
226,1987,NA,NA,1874,1709,NA,NA,2457,2004
226,1988,NA,NA,1971,1905,NA,NA,2473,2285
226,1989,NA,NA,1974,1896,NA,NA,2427,2290
226,1990,NA,NA,1864,1868,NA,NA,2348,2380
226,1991,NA,NA,1634,1558,NA,NA,2089,2138
226,1992,NA,NA,1676,1644,NA,NA,2175,2362
226,1993,NA,NA,1702,1521,NA,NA,2229,2173
226,1994,NA,NA,1738,1594,NA,NA,2239,2189
226,1995,NA,NA,1725,1593,NA,NA,2231,2091
226,1996,NA,NA,1417,1289,NA,NA,1863,1623
226,1997,NA,NA,1242,938,NA,NA,1711,1239
226,1998,NA,NA,1038,709,NA,NA,1492,1024
226,1999,NA,NA,881,486,NA,NA,1267,733
226,2000,NA,NA,820,422,NA,NA,1147,629
226,2001,NA,NA,876,595,NA,NA,1197,883
226,2002,NA,NA,874,815,NA,NA,1193,1148
226,2003,NA,NA,834,982,NA,NA,1113,1235
226,2004,NA,NA,840,1451,NA,NA,1030,NA
226,2005,NA,NA,799,1511,NA,NA,945,NA
226,2006,NA,NA,925,1439,NA,NA,1178,NA
226,2007,NA,NA,1014,1262,NA,NA,1262,NA
226,2008,NA,NA,1014,1048,NA,NA,1346,NA
226,2009,NA,NA,1093,823,NA,NA,NA,NA
226,2010,NA,NA,1216,979,NA,NA,NA,NA
226,2011,NA,NA,1194,991,NA,NA,NA,NA
226,2012,NA,NA,1214,1167,NA,NA,NA,NA
226,2013,NA,NA,1303,1620,NA,NA,NA,NA
226,2014,NA,NA,1368,2275,NA,NA,NA,NA
226,2015,NA,NA,1575,2536,NA,NA,2535,3191
226,2016,NA,NA,1789,3227,NA,NA,2964,3420
226,2017,NA,NA,1926,3178,NA,NA,3258,3361
226,2018,NA,NA,2314,3306,NA,NA,3282,3525
227,1990,NA,NA,NA,NA,NA,667,NA,NA
227,1991,NA,NA,NA,NA,NA,667,NA,NA
227,1994,NA,NA,NA,NA,562,NA,NA,NA
227,1995,NA,NA,NA,NA,562,NA,NA,NA
227,1996,NA,NA,NA,NA,562,NA,NA,NA
227,1997,NA,NA,NA,NA,395,NA,NA,NA
227,1998,NA,NA,NA,NA,346,NA,NA,NA
227,1999,NA,NA,NA,NA,308,NA,NA,NA
227,2000,NA,NA,NA,NA,309,272,NA,NA
227,2001,NA,NA,NA,NA,319,292,NA,NA
227,2002,NA,NA,NA,NA,316,357,NA,NA
227,2003,NA,NA,NA,NA,318,354,NA,NA
227,2004,NA,NA,NA,NA,347,458,NA,NA
227,2005,NA,NA,NA,NA,349,426,NA,NA
227,2006,NA,NA,NA,NA,352,423,NA,NA
227,2007,NA,NA,NA,NA,399,446,NA,NA
227,2008,NA,NA,NA,NA,415,488,NA,NA
227,2009,NA,NA,NA,NA,464,470,NA,NA
227,2010,NA,NA,NA,NA,464,505,NA,NA
227,2011,NA,NA,NA,NA,467,514,NA,NA
227,2012,NA,NA,NA,NA,460,474,NA,NA
227,2013,NA,NA,NA,NA,474,460,NA,NA
227,2014,NA,NA,NA,NA,456,443,NA,NA
227,2015,NA,NA,NA,NA,501,497,NA,NA
227,2016,NA,NA,NA,NA,546,580,NA,NA
227,2017,NA,NA,NA,NA,532,597,NA,NA
227,2018,NA,NA,NA,NA,510,565,NA,NA
228,1999,NA,NA,NA,NA,NA,170,NA,NA
228,2000,NA,NA,NA,NA,NA,180,NA,NA
228,2001,NA,NA,NA,NA,193,189,NA,NA
228,2002,NA,NA,NA,NA,217,222,NA,NA
228,2003,NA,NA,NA,NA,260,322,NA,NA
228,2004,NA,NA,NA,NA,274,402,NA,NA
228,2005,NA,NA,NA,NA,300,499,NA,NA
228,2006,NA,NA,NA,NA,330,577,NA,NA
228,2007,NA,NA,NA,NA,355,570,NA,NA
228,2008,NA,NA,NA,NA,391,475,NA,NA
228,2009,NA,NA,NA,NA,466,539,NA,NA
228,2010,NA,NA,NA,NA,513,526,NA,NA
228,2011,NA,NA,NA,NA,586,595,NA,NA
228,2012,NA,NA,NA,NA,642,722,NA,NA
228,2013,NA,NA,NA,NA,651,894,NA,NA
228,2014,NA,NA,NA,NA,676,849,NA,NA
228,2015,NA,NA,NA,NA,692,908,NA,NA
228,2016,NA,NA,NA,NA,719,868,NA,NA
228,2017,NA,NA,NA,NA,762,804,NA,NA
228,2018,NA,NA,NA,NA,803,721,NA,NA
229,1989,NA,NA,NA,NA,NA,210,NA,NA
229,1990,NA,NA,NA,NA,NA,182,NA,NA
229,1991,NA,NA,NA,NA,156,138,NA,NA
229,1992,NA,NA,NA,NA,144,118,NA,NA
229,1993,NA,NA,NA,NA,136,96,NA,NA
229,1994,NA,NA,NA,NA,127,85,NA,NA
229,1995,NA,NA,NA,NA,117,75,NA,NA
229,1996,NA,NA,NA,NA,106,76,NA,NA
229,1997,NA,NA,NA,NA,108,97,NA,NA
229,1998,NA,NA,NA,NA,113,139,NA,NA
229,1999,NA,NA,NA,NA,128,214,NA,NA
229,2000,NA,NA,NA,NA,132,NA,NA,NA
229,2001,NA,NA,NA,NA,163,349,NA,NA
229,2002,NA,NA,NA,NA,189,368,NA,NA
229,2003,NA,NA,NA,NA,236,401,NA,NA
229,2004,NA,NA,NA,NA,335,525,NA,NA
229,2005,NA,NA,NA,NA,406,451,NA,NA
229,2006,NA,NA,NA,NA,412,469,NA,NA
229,2007,NA,NA,NA,NA,442,511,NA,NA
229,2008,NA,NA,NA,NA,460,514,NA,NA
229,2009,NA,NA,NA,NA,484,453,NA,NA
229,2010,NA,NA,NA,NA,466,482,NA,NA
229,2011,NA,NA,NA,NA,457,445,NA,NA
229,2012,NA,NA,NA,NA,454,403,NA,NA
229,2013,NA,NA,NA,NA,450,394,NA,NA
229,2014,NA,NA,NA,NA,401,356,NA,NA
229,2015,NA,NA,NA,NA,444,409,NA,NA
229,2016,NA,NA,NA,NA,479,516,NA,NA
229,2017,NA,NA,NA,NA,504,632,NA,NA
229,2018,NA,NA,NA,NA,504,644,NA,NA
230,1995,NA,NA,NA,333,NA,NA,NA,1868
230,1996,NA,NA,NA,276,NA,NA,NA,1513
230,1997,NA,NA,257,227,NA,NA,1508,1396
230,1998,NA,NA,211,152,NA,NA,1293,1042
230,1999,NA,NA,192,127,NA,NA,941,622
230,2000,NA,NA,186,117,NA,NA,767,376
230,2001,NA,NA,186,125,NA,NA,664,291
230,2002,NA,NA,183,147,NA,NA,576,238
230,2003,NA,NA,185,225,NA,NA,534,274
230,2004,NA,NA,180,255,NA,NA,472,358
230,2005,NA,NA,173,257,NA,NA,396,418
230,2006,NA,NA,178,254,NA,NA,368,464
230,2007,NA,NA,177,212,NA,NA,317,424
230,2008,NA,NA,188,157,NA,NA,295,318
230,2009,NA,NA,209,171,NA,NA,369,381
230,2010,NA,NA,184,132,NA,NA,351,296
230,2011,NA,NA,184,124,NA,NA,378,293
230,2012,NA,NA,167,NA,NA,NA,362,NA
230,2013,NA,NA,141,NA,NA,NA,311,NA
230,2014,NA,NA,124,NA,NA,NA,253,NA
230,2015,NA,NA,122,NA,NA,NA,225,NA
230,2016,NA,NA,123,NA,NA,NA,208,NA
230,2017,NA,NA,119,126,NA,NA,182,133
231,1994,NA,NA,NA,456,NA,NA,NA,561
231,1995,NA,NA,NA,371,NA,NA,NA,440
231,1996,NA,NA,337,293,NA,NA,428,360
231,1997,NA,NA,321,242,NA,NA,436,318
231,1998,NA,NA,299,213,NA,NA,423,316
