"NMFS_POPID","SPAWNINGYEAR","NOSAEJ_10yrGeomean","NOSAEJ_5yrGeomean","NOSAIJ_10yrGeomean","NOSAIJ_5yrGeomean","TSAEJ_10yrGeomean","TSAEJ_5yrGeomean","TSAIJ_10yrGeomean","TSAIJ_5yrGeomean"
31,1985,NA,NA,NA,NA,594,445,NA,NA
31,1986,NA,NA,NA,NA,442,292,NA,NA
31,1987,NA,NA,NA,NA,429,185,NA,NA
31,1988,NA,NA,NA,NA,397,200,NA,NA
31,1989,NA,NA,NA,NA,354,178,NA,NA
31,1990,NA,NA,NA,NA,276,171,NA,NA
31,1991,NA,NA,NA,NA,215,159,NA,NA
31,1992,NA,NA,NA,NA,168,152,NA,NA
31,1993,NA,NA,NA,NA,154,119,NA,NA
31,1994,NA,NA,NA,NA,150,127,NA,NA
31,1995,NA,NA,NA,NA,156,142,NA,NA
31,1996,NA,NA,NA,NA,139,122,NA,NA
31,1997,NA,NA,NA,NA,136,121,NA,NA
31,1998,NA,NA,NA,NA,129,141,NA,NA
31,1999,NA,NA,NA,NA,138,151,NA,NA
31,2000,NA,NA,NA,NA,141,139,NA,NA
31,2001,NA,NA,NA,NA,194,307,NA,NA
31,2002,NA,NA,NA,NA,251,523,NA,NA
31,2003,NA,NA,NA,NA,402,1151,NA,NA
31,2004,NA,NA,NA,NA,566,2129,NA,NA
31,2005,NA,NA,NA,NA,684,3364,NA,NA
31,2006,NA,NA,NA,NA,938,2871,NA,NA
31,2007,NA,NA,NA,NA,1144,2502,NA,NA
31,2008,NA,NA,NA,NA,1295,1457,NA,NA
31,2009,NA,NA,NA,NA,1414,939,NA,NA
31,2010,NA,NA,NA,NA,1825,990,NA,NA
31,2011,NA,NA,NA,NA,1678,981,NA,NA
31,2012,NA,NA,NA,NA,1503,903,NA,NA
31,2013,NA,749,NA,NA,1176,948,NA,NA
31,2014,NA,759,NA,NA,950,962,NA,NA
31,2015,675,586,NA,NA,892,805,NA,NA
31,2016,623,529,NA,NA,867,766,NA,NA
31,2017,590,496,NA,NA,851,802,NA,NA
32,2016,NA,13,NA,NA,NA,99,NA,NA
32,2017,NA,11,NA,NA,NA,68,NA,NA
32,2018,10,10,NA,NA,70,67,NA,NA
33,2015,NA,237,NA,NA,NA,4052,NA,NA
33,2016,226,226,NA,NA,3055,2905,NA,NA
33,2017,219,230,NA,NA,2860,2265,NA,NA
57,1987,NA,NA,NA,5,NA,NA,NA,5
57,1988,NA,NA,NA,4,NA,NA,NA,4
57,1989,NA,NA,4,3,NA,NA,4,3
57,1990,NA,NA,4,3,NA,NA,4,3
57,1991,NA,NA,4,4,NA,NA,4,4
57,1992,NA,NA,4,3,NA,NA,4,3
57,1993,NA,NA,4,4,NA,NA,4,4
57,1994,NA,NA,3,4,NA,NA,3,4
57,1995,NA,NA,3,4,NA,NA,3,4
57,1996,NA,NA,4,4,NA,NA,4,4
57,1997,NA,NA,3,3,NA,NA,3,3
57,1998,NA,NA,3,2,NA,NA,3,2
57,1999,NA,NA,3,2,NA,NA,3,2
57,2000,NA,NA,3,2,NA,NA,3,2
57,2001,NA,NA,3,3,NA,NA,3,3
57,2002,NA,NA,4,5,NA,NA,4,5
57,2003,NA,NA,4,4,NA,NA,4,4
57,2004,NA,NA,5,6,NA,NA,5,6
57,2005,NA,NA,5,7,NA,NA,5,7
57,2006,NA,NA,6,9,NA,NA,6,9
57,2007,NA,NA,7,8,NA,NA,7,8
57,2008,NA,NA,8,12,NA,NA,8,12
57,2009,NA,NA,8,10,NA,NA,8,10
57,2010,NA,NA,9,13,NA,NA,9,13
57,2011,NA,NA,11,14,NA,NA,11,14
57,2012,NA,NA,12,16,NA,NA,12,16
57,2013,NA,NA,12,13,NA,NA,12,13
57,2014,NA,NA,10,9,NA,NA,10,9
57,2015,NA,NA,11,8,NA,NA,11,8
57,2016,NA,NA,9,5,NA,NA,9,5
57,2017,NA,NA,9,3,NA,NA,9,3
57,2018,NA,NA,8,NA,NA,NA,8,NA
58,1960,NA,1468,NA,1538,NA,1468,NA,1538
58,1961,NA,1600,NA,1678,NA,1600,NA,1678
58,1962,1612,1555,1685,1628,1612,1555,1685,1628
58,1963,1667,1722,1740,1802,1667,1722,1740,1802
58,1964,1685,1781,1759,1866,1685,1781,1759,1866
58,1965,1566,1649,1643,1732,1566,1649,1643,1732
58,1966,1600,1600,1676,1674,1600,1600,1676,1674
58,1967,1561,1566,1642,1657,1561,1566,1642,1657
58,1968,1631,1545,1719,1639,1631,1545,1719,1639
58,1969,1603,1442,1689,1528,1603,1442,1689,1528
58,1970,1589,1531,1665,1601,1589,1531,1665,1601
58,1971,1367,1168,1433,1228,1367,1168,1433,1228
58,1972,1271,1032,1331,1069,1271,1032,1331,1069
58,1973,1227,974,1281,1001,1227,974,1281,1001
58,1974,1066,788,1110,806,1066,788,1110,806
58,1975,1046,715,1080,728,1046,715,1080,728
58,1976,852,622,880,631,852,622,880,631
58,1977,747,541,766,548,747,541,766,548
58,1978,680,475,693,480,680,475,693,480
58,1979,569,411,580,417,569,411,580,417
58,1980,407,231,415,237,407,231,415,237
58,1981,362,211,368,214,362,211,368,214
58,1982,289,155,295,159,289,155,295,159
58,1983,234,115,239,119,234,115,239,119
58,1984,210,107,215,111,210,107,215,111
58,1985,192,160,197,164,192,160,197,164
58,1986,191,173,196,179,191,173,196,179
58,1987,194,243,199,250,194,243,199,250
58,1988,203,357,208,364,203,357,208,364
58,1989,187,325,191,329,187,325,191,329
58,1990,218,297,222,301,218,297,222,301
58,1991,222,284,227,287,222,284,227,287
58,1992,239,235,244,237,239,235,244,237
58,1993,277,215,281,217,277,215,281,217
58,1994,238,174,241,177,238,174,241,177
58,1995,177,105,181,109,177,105,181,109
58,1996,154,83,157,86,154,83,157,86
58,1997,143,87,146,90,143,87,146,90
58,1998,128,77,131,79,128,77,131,79
58,1999,125,90,129,95,125,90,129,95
58,2000,132,164,136,171,132,164,136,171
58,2001,151,274,156,282,151,274,156,282
58,2002,182,378,187,390,182,378,187,390
58,2003,192,482,199,496,192,482,199,496
58,2004,243,656,250,662,243,656,250,662
58,2005,326,648,334,654,326,648,334,654
58,2006,361,476,368,480,361,476,368,480
58,2007,371,365,379,368,371,365,379,368
58,2008,374,291,383,296,374,291,383,296
58,2009,452,311,460,319,452,311,460,319
58,2010,491,372,502,386,491,372,502,386
58,2011,490,505,503,528,490,505,503,528
58,2012,479,629,492,658,479,629,492,658
58,2013,424,618,447,677,424,618,447,677
58,2014,473,721,498,776,473,721,498,776
58,2015,506,688,532,733,506,688,532,733
58,2016,564,630,593,666,564,630,593,666
58,2017,515,421,546,453,515,421,546,453
59,1960,NA,645,NA,688,NA,645,NA,688
59,1961,NA,771,NA,837,NA,771,NA,837
59,1962,802,765,874,836,802,765,874,836
59,1963,780,784,851,859,780,784,851,859
59,1964,665,694,729,770,665,694,729,770
59,1965,617,596,673,662,617,596,673,662
59,1966,614,489,666,529,614,489,666,529
59,1967,541,383,589,416,541,383,589,416
59,1968,515,338,569,376,515,338,569,376
59,1969,500,360,552,395,500,360,552,395
59,1970,461,356,508,390,461,356,508,390
59,1971,363,269,397,298,363,269,397,298
59,1972,321,269,348,291,321,269,348,291
59,1973,310,284,333,295,310,284,333,295
59,1974,296,243,314,249,296,243,314,249
59,1975,298,250,315,255,298,250,315,255
59,1976,250,232,266,237,250,232,266,237
59,1977,206,158,217,161,206,158,217,161
59,1978,212,158,218,161,212,158,218,161
59,1979,183,139,188,142,183,139,188,142
59,1980,137,75,141,78,137,75,141,78
59,1981,133,76,136,78,133,76,136,78
59,1982,106,71,110,75,106,71,110,75
59,1983,93,55,97,58,93,55,97,58
59,1984,96,66,101,71,96,66,101,71
59,1985,95,121,100,127,95,121,100,127
59,1986,107,151,112,159,107,151,112,159
59,1987,123,213,128,220,123,213,128,220
59,1988,124,282,129,287,124,282,129,287
59,1989,133,268,138,269,133,268,138,269
59,1990,158,208,163,209,158,208,163,209
59,1991,150,149,155,150,150,149,155,150
59,1992,169,135,173,136,169,135,173,136
59,1993,183,119,186,121,183,119,186,121
59,1994,140,74,143,76,140,74,143,76
59,1995,96,45,99,47,96,45,99,47
59,1996,60,25,64,27,60,25,64,27
59,1997,60,26,63,29,60,26,63,29
59,1998,49,20,52,23,49,20,52,23
59,1999,43,26,47,29,43,26,47,29
59,2000,41,38,45,43,41,38,45,43
59,2001,53,113,57,119,53,113,57,119
59,2002,62,146,67,153,62,146,67,153
59,2003,65,207,70,218,65,207,70,218
59,2004,87,295,93,302,87,295,93,302
59,2005,107,301,114,307,107,301,114,307
59,2006,140,174,145,177,140,174,145,177
59,2007,129,117,134,120,129,117,134,120
59,2008,145,112,151,116,145,112,151,116
59,2009,187,141,195,148,187,141,195,148
59,2010,207,168,215,177,207,168,215,177
59,2011,197,210,208,226,197,210,208,226
59,2012,200,276,212,298,200,276,212,298
59,2013,183,257,201,295,183,257,201,295
59,2014,186,232,207,270,186,232,207,270
59,2015,202,238,224,277,202,238,224,277
59,2016,218,227,242,259,218,227,242,259
59,2017,202,148,226,171,202,148,226,171
59,2018,203,151,228,165,203,151,228,165
61,1960,NA,260,NA,266,NA,260,NA,266
61,1961,NA,288,NA,294,NA,288,NA,294
61,1962,302,313,308,320,302,313,308,320
61,1963,321,346,328,354,321,346,328,354
61,1964,343,427,350,436,343,427,350,436
61,1965,285,307,292,314,285,307,292,314
61,1966,292,296,299,303,292,296,299,303
61,1967,301,288,307,295,301,288,307,295
61,1968,319,293,326,300,319,293,326,300
61,1969,312,227,319,233,312,227,319,233
61,1970,287,268,293,274,287,268,293,274
61,1971,267,240,273,246,267,240,273,246
61,1972,267,246,273,252,267,246,273,252
61,1973,271,251,277,255,271,251,277,255
61,1974,263,305,269,310,263,305,269,310
61,1975,307,352,312,356,307,352,312,356
61,1976,257,276,263,281,257,276,263,281
61,1977,245,243,249,247,245,243,249,247
61,1978,234,218,238,221,234,218,238,221
61,1979,204,136,208,139,204,136,208,139
61,1980,175,87,179,89,175,87,179,89
61,1981,173,109,176,111,173,109,176,111
61,1982,149,92,153,94,149,92,153,94
61,1983,123,69,126,72,123,69,126,72
61,1984,89,58,92,61,89,58,92,61
61,1985,77,67,79,69,77,67,79,69
61,1986,72,47,74,49,72,47,74,49
61,1987,67,49,69,50,67,49,69,50
61,1988,56,43,58,45,56,43,58,45
61,1989,61,65,64,67,61,65,64,67
61,1990,53,39,55,41,53,39,55,41
61,1991,43,39,45,41,43,39,45,41
61,1992,37,26,39,28,37,26,39,28
61,1993,37,33,39,34,37,33,39,34
61,1994,32,18,34,20,32,18,34,20
61,1995,30,23,31,24,30,23,31,24
61,1996,21,11,23,13,21,11,23,13
61,1997,17,11,19,13,17,11,19,13
61,1998,19,10,21,12,19,10,21,12
61,1999,14,11,16,13,14,11,16,13
61,2000,15,11,17,13,15,11,17,13
61,2001,19,30,22,33,19,30,22,33
61,2002,26,51,29,55,26,51,29,55
61,2003,30,72,34,79,30,72,34,79
61,2004,39,110,44,115,39,110,44,115
61,2005,41,148,45,152,41,148,45,152
61,2006,55,99,58,102,55,99,58,102
61,2007,58,65,61,68,58,65,61,68
61,2008,57,45,61,47,57,45,61,47
61,2009,67,40,70,43,67,40,70,43
61,2010,76,39,79,41,76,39,79,41
61,2011,53,29,56,31,53,29,56,31
61,2012,46,33,49,35,46,33,49,35
61,2013,37,31,40,35,37,31,40,35
61,2014,38,37,42,42,38,37,42,42
61,2015,39,38,43,45,39,38,43,45
61,2016,41,59,46,69,41,59,46,69
61,2017,41,50,46,59,41,50,46,59
62,1956,NA,916,NA,1072,NA,916,NA,1072
62,1957,NA,1027,NA,1183,NA,1027,NA,1183
62,1958,897,684,1020,766,897,684,1020,766
62,1959,857,654,969,720,858,654,969,720
62,1960,1001,1272,1123,1380,1001,1272,1124,1380
62,1961,870,835,986,922,870,835,986,922
62,1962,889,770,1001,847,889,770,1001,847
62,1963,686,689,771,775,686,689,771,776
62,1964,590,533,660,606,590,533,661,606
62,1965,717,404,794,457,717,404,794,457
62,1966,615,453,689,514,615,453,689,514
62,1967,605,475,683,551,605,476,683,551
62,1968,634,583,720,669,634,584,720,669
62,1969,702,926,794,1039,702,926,794,1039
62,1970,624,965,707,1093,625,966,707,1093
62,1971,766,1295,855,1420,766,1295,855,1421
62,1972,766,1235,852,1315,766,1235,852,1315
62,1973,930,1482,1018,1548,930,1483,1018,1548
62,1974,1070,1238,1157,1289,1071,1238,1157,1289
62,1975,996,1027,1084,1074,996,1028,1084,1074
62,1976,1063,872,1139,913,1063,873,1139,913
62,1977,818,542,865,569,818,542,865,569
62,1978,834,469,871,490,834,469,871,490
62,1979,741,443,774,465,741,443,774,465
62,1980,747,543,777,562,747,543,777,563
62,1981,604,418,628,432,604,418,628,432
62,1982,580,620,604,640,580,621,604,640
62,1983,530,598,550,618,530,599,550,618
62,1984,495,554,513,567,496,554,514,567
62,1985,497,455,512,466,497,455,512,466
62,1986,443,470,455,480,451,487,466,502
62,1987,461,343,473,349,546,480,562,494
62,1988,389,253,400,258,532,472,549,488
62,1989,317,182,324,186,476,409,491,425
62,1990,279,152,285,154,392,338,404,350
62,1991,189,61,195,63,331,225,349,242
62,1992,137,44,141,45,285,169,299,182
62,1993,110,39,114,41,257,139,271,150
62,1994,76,26,79,27,198,96,209,102
62,1995,58,27,61,29,156,72,166,78
62,1996,46,36,48,38,123,67,130,70
62,1997,42,41,44,43,98,57,104,59
62,1998,40,40,41,41,80,46,85,48
62,1999,40,57,42,59,74,57,78,59
62,2000,41,62,43,63,66,62,70,63
62,2001,60,99,62,103,81,99,87,108
62,2002,71,121,74,128,89,139,96,155
62,2003,75,138,78,146,93,186,100,210
62,2004,82,117,86,125,113,224,123,256
62,2005,82,109,86,116,130,274,141,312
62,2006,90,82,94,87,158,253,171,271
62,2007,86,61,91,65,171,212,187,226
62,2008,84,51,90,56,186,185,204,198
62,2009,85,62,94,71,202,182,231,209
62,2010,106,103,117,117,271,268,309,305
62,2011,110,149,122,171,304,364,347,444
62,2012,115,219,127,249,319,479,362,581
62,2013,116,264,133,319,319,549,367,682
62,2014,152,375,175,430,373,762,431,890
62,2015,185,333,212,382,424,670,489,783
62,2016,200,268,227,302,439,529,507,578
62,2017,193,171,221,197,428,382,495,423
62,2018,172,112,200,125,404,298,467,320
63,1960,NA,NA,NA,951,NA,NA,NA,951
63,1961,NA,NA,NA,747,NA,NA,NA,747
63,1962,NA,NA,720,762,NA,NA,720,762
63,1963,NA,NA,584,538,NA,NA,584,538
63,1964,NA,NA,480,359,NA,NA,480,359
63,1965,NA,NA,444,241,NA,NA,444,241
63,1966,NA,NA,444,231,NA,NA,444,231
63,1967,NA,NA,433,NA,NA,NA,433,NA
63,1968,NA,NA,386,NA,NA,NA,386,NA
63,1969,NA,NA,334,NA,NA,NA,334,NA
63,1989,NA,326,NA,327,NA,326,NA,327
63,1990,NA,390,NA,392,NA,390,NA,392
63,1991,NA,390,NA,392,NA,390,NA,392
63,1992,377,440,379,443,377,440,379,443
63,1993,350,412,352,415,350,412,352,415
63,1994,302,281,306,286,302,281,306,286
63,1995,250,161,256,167,250,161,256,167
63,1996,219,138,224,144,219,138,224,144
63,1997,204,111,210,115,204,111,210,115
63,1998,153,69,157,72,153,69,157,72
63,1999,140,80,145,85,140,80,145,85
63,2000,117,85,122,89,117,85,122,89
63,2001,153,173,159,180,153,173,159,180
63,2002,171,295,178,308,171,295,178,308
63,2003,204,787,215,844,204,787,215,844
63,2004,253,1061,265,1107,253,1061,265,1107
63,2005,312,885,327,922,312,885,327,922
63,2006,375,696,391,725,375,696,391,725
63,2007,412,537,429,559,412,537,429,559
63,2008,590,468,617,480,590,468,617,480
63,2009,659,450,688,470,659,450,688,470
63,2010,677,518,705,539,677,518,705,539
63,2011,663,632,704,683,663,632,704,683
63,2012,656,800,694,862,656,800,694,862
63,2013,592,748,654,891,592,748,654,891
63,2014,641,911,710,1074,641,911,710,1074
63,2015,661,844,738,1009,661,844,738,1009
63,2016,685,744,765,856,685,744,765,856
64,1960,NA,1388,NA,1465,NA,1388,NA,1465
64,1961,NA,1674,NA,1768,NA,1674,NA,1768
64,1962,1577,1498,1666,1593,1577,1498,1666,1593
64,1963,1711,1757,1800,1866,1711,1757,1800,1866
64,1964,1726,2029,1816,2167,1726,2029,1816,2167
64,1965,1577,1746,1660,1835,1577,1746,1660,1835
64,1966,1619,1566,1705,1645,1619,1566,1705,1645
64,1967,1633,1779,1721,1859,1633,1779,1721,1859
64,1968,1741,1726,1832,1798,1741,1726,1832,1798
64,1969,1749,1507,1841,1565,1749,1507,1841,1565
64,1970,1761,1776,1835,1834,1761,1776,1835,1834
64,1971,1623,1683,1688,1731,1623,1683,1688,1731
64,1972,1693,1611,1750,1647,1693,1611,1750,1647
64,1973,1663,1602,1715,1636,1663,1602,1715,1636
64,1974,1574,1644,1618,1674,1574,1644,1618,1674
64,1975,1624,1485,1661,1504,1624,1485,1661,1504
64,1976,1387,1142,1421,1167,1387,1142,1421,1167
64,1977,1251,971,1281,997,1251,971,1281,997
64,1978,1277,1017,1307,1044,1277,1017,1307,1044
64,1979,1124,769,1154,795,1124,769,1154,795
64,1980,694,324,715,340,694,324,715,340
64,1981,599,314,615,324,599,314,615,324
64,1982,457,215,471,223,457,215,471,223
64,1983,384,145,397,151,384,145,397,151
64,1984,305,121,315,125,305,121,315,125
64,1985,258,206,268,211,258,206,268,211
64,1986,251,201,259,207,251,201,259,207
64,1987,235,256,242,263,235,256,242,263
64,1988,196,265,203,273,197,267,203,274
64,1989,200,330,206,340,204,345,210,355
64,1990,251,307,258,316,269,351,276,361
64,1991,214,227,220,234,240,285,247,293
64,1992,189,140,194,144,228,203,234,209
64,1993,177,118,182,122,218,178,224,183
64,1994,147,65,152,68,190,105,196,108
64,1995,103,35,108,37,142,57,147,60
64,1996,73,23,77,25,110,42,114,44
64,1997,59,25,62,27,90,40,93,42
64,1998,51,22,54,24,79,35,82,37
64,1999,44,29,47,33,66,42,70,46
64,2000,44,56,48,61,64,71,68,77
64,2001,52,117,56,126,72,124,77,134
64,2002,72,212,78,227,93,215,98,230
64,2003,82,304,88,323,103,304,109,323
64,2004,113,433,121,442,135,433,142,442
64,2005,161,465,171,474,182,465,191,474
64,2006,204,354,213,361,210,354,220,361
64,2007,235,256,248,266,236,256,249,266
64,2008,273,254,288,266,273,254,288,266
64,2009,296,233,309,247,296,233,309,247
64,2010,359,310,374,328,359,310,374,328
64,2011,387,404,401,423,387,404,401,423
64,2012,387,497,401,513,387,497,401,513
64,2013,356,451,375,477,356,451,375,477
64,2014,384,573,405,602,384,573,405,602
64,2015,407,520,430,549,407,520,430,549
64,2016,449,500,473,530,449,500,473,530
64,2017,441,391,470,432,441,391,470,432
66,1956,NA,55,NA,66,NA,57,NA,67
66,1957,NA,86,NA,101,NA,87,NA,101
66,1958,NA,137,NA,159,NA,138,NA,160
66,1959,96,105,111,121,97,105,111,121
66,1960,113,166,130,191,114,166,131,191
66,1961,136,332,157,372,137,332,158,372
66,1962,166,381,192,432,168,381,193,432
66,1963,210,295,239,332,211,295,240,332
66,1964,210,366,240,415,210,366,240,415
66,1965,274,409,313,466,274,409,314,467
66,1966,370,404,416,454,370,404,416,455
66,1967,382,382,433,433,382,382,433,434
66,1968,404,555,471,670,405,555,471,670
66,1969,477,621,561,759,477,622,562,760
66,1970,489,584,572,702,489,584,572,702
66,1971,494,606,578,736,495,606,578,736
66,1972,476,593,552,703,476,593,552,703
66,1973,518,483,597,532,518,483,597,532
66,1974,487,382,558,410,487,382,558,410
66,1975,447,342,503,360,447,342,503,360
66,1976,428,303,481,314,429,303,481,314
66,1977,422,300,468,312,422,300,469,312
66,1978,376,292,402,303,376,292,402,303
66,1979,262,179,277,187,262,179,277,187
66,1980,239,167,252,177,239,167,252,177
66,1981,216,155,227,164,216,155,227,164
66,1982,189,119,199,126,189,119,199,126
66,1983,184,116,193,123,184,116,193,123
66,1984,174,169,182,176,174,169,182,176
66,1985,181,197,190,204,181,197,190,204
66,1986,172,191,179,196,174,196,182,202
66,1987,148,184,153,186,178,266,185,272
66,1988,125,136,131,138,195,328,204,337
66,1989,151,132,157,136,159,150,165,154
66,1990,134,84,138,85,153,119,158,122
66,1991,107,52,109,53,130,86,134,89
66,1992,100,46,101,47,143,76,147,79
66,1993,90,54,91,54,151,69,155,71
66,1994,60,32,61,32,118,93,122,96
66,1995,44,26,45,27,89,66,92,70
66,1996,40,32,40,33,80,74,83,77
66,1997,37,30,37,31,63,51,65,53
66,1998,40,31,40,32,52,39,54,40
66,1999,31,31,32,32,53,31,55,32
66,2000,31,36,32,37,49,36,51,37
66,2001,33,34,34,34,51,34,51,34
66,2002,32,33,32,33,41,33,42,33
66,2003,33,36,34,36,38,37,39,38
66,2004,40,52,41,54,55,98,57,103
66,2005,39,41,39,42,72,144,75,152
66,2006,35,35,36,37,71,145,73,155
66,2007,30,28,31,29,61,113,65,126
66,2008,28,22,30,25,61,101,75,148
66,2009,33,21,35,23,84,71,106,109
66,2010,35,30,38,34,122,104,155,159
66,2011,38,40,41,46,162,181,216,299
66,2012,40,57,44,66,198,347,264,554
66,2013,39,70,44,78,215,459,288,562
66,2014,53,137,59,153,234,767,314,906
66,2015,70,161,78,179,264,673,357,803
66,2016,73,131,81,143,289,462,393,518
66,2017,74,97,83,105,349,352,466,393
66,2018,73,77,80,82,366,292,421,316
67,1952,NA,1688,NA,1880,NA,1689,NA,1880
67,1953,NA,1844,NA,2053,NA,1844,NA,2053
67,1954,1970,2019,2193,2249,1971,2020,2193,2249
67,1955,2267,2863,2524,3187,2267,2863,2524,3187
67,1956,2162,2852,2407,3175,2163,2852,2407,3175
67,1957,2405,3191,2677,3552,2405,3191,2677,3552
67,1958,2254,2754,2509,3066,2254,2755,2509,3066
67,1959,2102,2188,2340,2435,2102,2188,2340,2435
67,1960,2317,1875,2579,2087,2317,1875,2579,2087
67,1961,2329,1902,2592,2117,2329,1902,2592,2117
67,1962,2206,1525,2456,1698,2207,1526,2456,1698
67,1963,2004,1458,2231,1623,2004,1458,2231,1623
67,1964,1930,1702,2148,1895,1930,1703,2148,1896
67,1965,1694,1530,1885,1703,1694,1530,1885,1703
67,1966,1707,1532,1900,1706,1707,1533,1900,1706
67,1967,1507,1489,1678,1658,1507,1489,1678,1658
67,1968,1564,1677,1741,1867,1564,1678,1741,1867
67,1969,1722,1742,1917,1939,1723,1743,1917,1939
67,1970,1621,1718,1804,1912,1621,1718,1804,1912
67,1971,1705,1897,1898,2111,1705,1897,1898,2111
67,1972,1757,2074,1956,2308,1758,2074,1956,2308
67,1973,2014,2419,2242,2692,2014,2419,2242,2692
67,1974,2035,2377,2265,2646,2035,2377,2265,2646
67,1975,1987,2299,2212,2559,1987,2299,2212,2559
67,1976,1878,1860,2091,2070,1878,1860,2091,2071
67,1977,1803,1568,2007,1745,1803,1568,2007,1746
67,1978,1904,1499,2119,1668,1904,1499,2119,1669
67,1979,1597,1073,1777,1194,1597,1073,1777,1194
67,1980,1377,825,1533,918,1377,825,1533,918
67,1981,1208,785,1345,874,1208,785,1345,874
67,1982,1098,769,1222,856,1098,769,1222,856
67,1983,926,572,1031,637,926,572,1031,637
67,1984,847,669,943,744,847,669,943,744
67,1985,849,873,957,998,849,873,966,1016
67,1986,819,854,921,970,823,862,935,1000
67,1987,749,729,835,815,755,741,857,858
67,1988,630,693,700,769,641,719,731,837
67,1989,591,523,663,591,611,559,714,685
67,1990,563,363,629,397,620,441,724,516
67,1991,496,288,555,317,585,397,712,507
67,1992,411,232,459,259,558,420,681,541
67,1993,389,218,431,241,580,468,702,588
67,1994,324,201,355,214,512,468,614,551
67,1995,270,201,300,227,442,443,536,557
67,1996,247,213,274,237,412,428,501,496
67,1997,228,223,253,247,427,433,515,491
67,1998,205,193,227,214,407,354,492,412
67,1999,219,239,240,269,455,443,544,536
67,2000,237,280,269,320,492,545,615,678
67,2001,283,376,319,429,583,793,701,992
67,2002,346,536,388,611,684,1079,815,1354
67,2003,391,792,440,906,747,1579,902,1973
67,2004,439,809,502,936,871,1714,1072,2142
67,2005,451,726,501,785,956,1675,1147,1941
67,2006,442,520,491,562,1029,1335,1230,1526
67,2007,427,340,486,386,1036,995,1279,1209
67,2008,423,227,507,283,1195,905,1504,1146
67,2009,416,214,517,286,1239,896,1674,1308
67,2010,431,255,521,346,1363,1110,1789,1648
67,2011,410,323,503,451,1332,1329,1769,2051
67,2012,387,439,476,588,1252,1574,1675,2322
67,2013,323,462,428,647,1129,1408,1580,2177
67,2014,335,524,442,684,1145,1462,1640,2055
67,2015,355,494,475,652,1213,1326,1746,1850
67,2016,390,471,523,607,1284,1242,1852,1672
67,2017,406,376,540,497,1263,1014,1787,1376
67,2018,404,354,513,406,1087,840,1496,1028
70,1960,NA,1399,NA,1420,NA,1399,NA,1420
70,1961,NA,1688,NA,1716,NA,1688,NA,1716
70,1962,1827,1903,1853,1932,1827,1903,1853,1932
70,1963,1606,1749,1631,1779,1606,1749,1631,1779
70,1964,1674,2086,1697,2119,1674,2086,1697,2119
70,1965,1560,1702,1580,1720,1560,1702,1580,1720
70,1966,1568,1458,1586,1466,1568,1458,1586,1466
70,1967,1594,1336,1613,1346,1594,1336,1613,1346
70,1968,1604,1471,1621,1477,1604,1471,1621,1477
70,1969,1556,1161,1571,1165,1556,1161,1571,1165
70,1970,1372,1106,1383,1112,1372,1106,1383,1112
70,1971,1184,962,1193,971,1184,962,1193,971
70,1972,1069,855,1077,861,1069,855,1077,861
70,1973,1087,803,1093,809,1087,803,1093,809
70,1974,947,772,952,778,947,772,952,778
70,1975,945,807,949,810,945,807,949,810
70,1976,842,736,847,738,842,736,847,738
70,1977,790,730,794,733,790,730,794,733
70,1978,819,835,824,839,819,835,824,839
70,1979,761,749,766,755,761,749,766,755
70,1980,642,510,646,515,642,510,646,515
70,1981,577,452,580,456,577,452,580,456
70,1982,522,374,526,378,522,374,526,378
70,1983,424,215,428,218,424,215,428,218
70,1984,344,158,347,160,344,158,347,160
70,1985,294,170,298,172,294,170,298,172
70,1986,280,173,283,176,280,173,283,176
70,1987,250,167,253,170,250,167,253,170
70,1988,214,212,216,214,214,212,216,214
70,1989,181,208,184,211,181,208,184,211
70,1990,185,202,188,204,185,202,188,204
70,1991,168,163,171,166,168,163,171,166
70,1992,131,102,133,104,131,102,133,104
70,1993,109,63,111,64,109,63,111,64
70,1994,80,40,82,42,80,40,82,42
70,1995,53,23,56,25,53,23,56,25
70,1996,48,24,49,25,48,24,49,25
70,1997,46,31,48,33,46,31,48,33
70,1998,44,35,45,37,44,35,45,37
70,1999,45,49,47,51,45,49,47,51
70,2000,49,89,51,90,49,89,51,90
70,2001,62,146,64,148,62,146,64,148
70,2002,75,180,78,184,75,180,78,184
70,2003,83,194,86,199,83,194,86,199
70,2004,97,191,100,198,97,191,100,198
70,2005,123,170,126,176,123,170,126,176
70,2006,124,105,127,110,124,105,127,110
70,2007,115,77,119,80,115,77,119,80
70,2008,109,67,114,71,109,67,114,71
70,2009,118,82,125,88,118,82,125,88
70,2010,130,110,136,116,130,110,136,116
70,2011,136,155,141,162,136,155,141,162
70,2012,135,182,140,186,135,182,140,186
70,2013,137,199,146,212,137,199,146,212
70,2014,170,249,180,262,170,249,180,262
70,2015,196,285,208,303,196,285,208,303
70,2016,231,311,243,330,231,311,243,330
70,2017,218,253,232,280,218,253,232,280
70,2018,238,292,254,312,238,292,254,312
75,1960,NA,599,NA,618,NA,599,NA,618
75,1961,NA,530,NA,547,NA,530,NA,547
75,1962,504,434,520,448,504,434,520,448
75,1963,522,461,539,476,522,461,539,476
75,1964,559,572,576,590,559,572,576,590
75,1965,540,497,557,513,540,497,557,513
75,1966,465,408,480,421,465,408,480,421
75,1967,420,407,436,425,420,407,436,425
