"POPID","YEAR","NOSAIJ","NOSAEJ","NOBROODSTOCKREMOVED","PHOSIJ","PHOSEJ","NOSJF","HOSJF","TSAIJ","TSAEJ","AGE2PROP","AGE3PROP","AGE4PROP","AGE5PROP","AGE6PROP","AGE7PROP","METAID","JPOPFIT","JPOPFITNOTES","JTOTALNATURAL","JAGE0PROP","JAGE1PROP","JAGE2PROP","JAGE3PROP","JAGE4PLUSPROP","PPOPFIT","PPOPFITNOTES","PABUNDANCE","PAGE0PROP","PAGE1PROP","PAGE2PROP"
68,1965,2557,NA,NA,NA,NA,NA,NA,2557,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1966,2729,NA,NA,NA,NA,NA,NA,2729,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1967,1221,NA,NA,NA,NA,NA,NA,1221,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1968,76,NA,NA,NA,NA,NA,NA,76,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1969,1436,NA,NA,NA,NA,NA,NA,1436,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1970,1254,NA,NA,NA,NA,NA,NA,1254,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1971,1254,NA,NA,NA,NA,NA,NA,1254,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1972,1306,NA,NA,NA,NA,NA,NA,1306,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1973,819,NA,NA,NA,NA,NA,NA,819,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1974,828,NA,NA,NA,NA,NA,NA,828,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1975,1484,NA,NA,NA,NA,NA,NA,1484,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1976,772,NA,NA,NA,NA,NA,NA,772,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1977,1023,NA,NA,NA,NA,NA,NA,1023,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1978,588,NA,NA,NA,NA,NA,NA,588,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1979,214,NA,NA,NA,NA,NA,NA,214,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1980,451,NA,NA,NA,NA,NA,NA,451,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,693,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1981,467,NA,NA,NA,NA,NA,NA,467,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1982,824,NA,NA,NA,NA,NA,NA,824,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1983,821,NA,NA,NA,NA,NA,NA,821,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,978,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1984,687,NA,NA,NA,NA,NA,NA,687,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1985,1423,NA,NA,NA,NA,NA,NA,1423,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1986,1069,NA,NA,NA,NA,NA,NA,1069,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1987,1947,NA,NA,NA,NA,NA,NA,1947,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1988,1958,NA,NA,NA,NA,NA,NA,1958,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1989,239,NA,NA,NA,NA,NA,NA,239,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1990,332,NA,NA,NA,NA,NA,NA,332,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1991,331,NA,NA,NA,NA,NA,NA,331,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1992,473,NA,NA,0.01428571,NA,NA,NA,480,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1993,367,NA,NA,0.01388889,NA,NA,NA,372,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1994,522,NA,NA,0.02614379,NA,NA,NA,536,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1995,168,NA,NA,0.0625,NA,NA,NA,180,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1996,135,NA,NA,0.06666667,NA,NA,NA,145,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1997,173,NA,NA,0.05128205,NA,NA,NA,182,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,862,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1998,110,NA,NA,0.04225352,NA,NA,NA,115,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1036,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1999,103,NA,NA,0.02013423,NA,NA,NA,105,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2000,263,NA,NA,0.08815427,NA,NA,NA,288,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2001,526,NA,NA,0.08695652,NA,NA,NA,576,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2002,987,NA,NA,0.0973236,NA,NA,NA,1094,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2003,708,NA,NA,0.1078431,NA,NA,NA,794,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2004,304,NA,NA,0.1380282,NA,NA,NA,353,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,1084,"Portion","Portion of population above the screw trap at rm xxx.",8938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2005,206,NA,NA,0.1111111,NA,NA,NA,232,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,971,"Portion","Portion of population above the screw trap at rm xxx.",16747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2006,269,NA,NA,0.1042654,NA,NA,NA,300,NA,NA,0,0.4516881,0.4489796,0.09618292,0.003149408,741,"Portion","Portion of population above the screw trap at rm xxx.",13463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2007,618,NA,NA,0.08203125,NA,NA,NA,674,NA,NA,0.09579928,0.5430625,0.3202896,0.04047309,0.000375471,909,"Portion","Portion of population above the screw trap at rm xxx.",11677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2008,1142,NA,NA,0.06748466,NA,NA,NA,1224,NA,NA,0.09579928,0.5430625,0.3202896,0.04047309,0.000375471,794,"Portion","Portion of population above the screw trap at rm xxx.",13433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2009,1756,NA,NA,0.04116223,NA,NA,NA,1831,NA,NA,0.09579928,0.5430625,0.3202896,0.04047309,0.000375471,1137,"Portion","Portion of population above the screw trap at rm xxx.",19350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2010,416,NA,NA,0.03455285,NA,NA,NA,431,NA,NA,0.09579928,0.5430625,0.3202896,0.04047309,0.000375471,980,"Portion","Portion of population above the screw trap at rm xxx.",15112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2011,910,NA,NA,0.02533333,NA,NA,NA,934,NA,NA,0.09579928,0.5430625,0.3202896,0.04047309,0.000375471,980,"Portion","Portion of population above the screw trap at rm xxx.",22728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2012,2057,NA,NA,0.02022756,NA,NA,NA,2099,NA,NA,0.09579928,0.5430625,0.3202896,0.04047309,0.000375471,967,"Portion","Portion of population above the screw trap at rm xxx.",18524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2013,1704,NA,NA,0.01453488,NA,NA,NA,1729,NA,NA,0.09579928,0.5430625,0.3202896,0.04047309,0.000375471,939,"Portion","Portion of population above the screw trap at rm xxx.",16469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2014,1488,NA,NA,0.01410935,NA,NA,NA,1509,NA,NA,0.09579928,0.5430625,0.3202896,0.04047309,0.000375471,888,"Portion","Portion of population above the screw trap at rm xxx.",26729.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2015,1026,NA,NA,0.01,NA,NA,NA,1036,NA,NA,0.09579928,0.5430625,0.3202896,0.04047309,0.000375471,651,"Portion","Portion of population above the screw trap at rm xxx.",10081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2016,841,NA,NA,0.01,NA,NA,NA,849,NA,NA,0.09579928,0.5430625,0.3202896,0.04047309,0.000375471,1107,"Portion","Portion of population above the screw trap at rm xxx.",13831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2017,252,NA,NA,0,NA,NA,NA,252,NA,NA,0.096,0.543,0.32,0.04,0,1795,"Portion","Portion of population above the screw trap at rm xxx.",15793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2018,1060,NA,NA,0,NA,NA,NA,1060,NA,NA,0.096,0.543,0.32,0.04,0,1792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,2019,1223,NA,NA,0,NA,NA,NA,1223,NA,NA,0.096,0.543,0.32,0.04,0,788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1987,NA,491,NA,NA,0.117,NA,NA,NA,556,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1988,NA,890,NA,NA,0.117,NA,NA,NA,1008,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1989,NA,256,NA,NA,0.117,NA,NA,NA,290,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1990,NA,374,NA,NA,0.118,NA,NA,NA,424,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1991,NA,276,NA,NA,0.118,NA,NA,NA,313,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1992,NA,606,NA,NA,0.117,NA,NA,NA,686,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1993,NA,294,NA,NA,0.12,NA,NA,NA,334,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1994,NA,508,NA,NA,0.045,NA,NA,NA,532,NA,NA,0.286,0.571,0.143,NA,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1995,NA,377,NA,NA,0.177,NA,NA,NA,458,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1996,NA,340,NA,NA,0.117,NA,NA,NA,385,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1997,NA,228,NA,NA,0.116,NA,NA,NA,258,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1998,NA,445,NA,NA,0.117,NA,NA,NA,504,NA,0.02,0.481,0.417,0.077,0.003,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,1999,NA,369,NA,NA,0.128,NA,NA,NA,423,NA,NA,0.613,0.387,NA,NA,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2000,NA,295,20,NA,0.075,NA,NA,NA,319,NA,0.032,0.581,0.355,0.032,NA,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2001,NA,296,35,NA,0.04,NA,NA,NA,308,NA,0.006,0.563,0.362,0.069,NA,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2002,NA,502,37,NA,0.035,NA,NA,NA,520,NA,0.048,0.702,0.218,0.032,NA,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2003,NA,482,36,NA,0.068,NA,NA,NA,517,NA,NA,0.242,0.667,0.083,NA,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2004,NA,267,30,NA,0.19,NA,NA,NA,330,NA,NA,0.495,0.402,0.093,0.01,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2005,NA,459,39,NA,0.226,NA,NA,NA,593,NA,NA,0.44,0.44,0.107,0.012,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2006,NA,290,39,NA,0.2,NA,NA,NA,362,NA,0.013,0.594,0.297,0.097,NA,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2007,NA,381,35,NA,0.259,NA,NA,NA,514,NA,0.014,0.407,0.45,0.121,NA,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2008,NA,314,28,NA,0.187,NA,NA,NA,386,NA,0.017,0.457,0.414,0.112,NA,1648,"Same","",62730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2009,NA,279,32,NA,0.33,NA,NA,NA,416,NA,0.021,0.563,0.306,0.104,0.007,1648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2010,NA,827,35,NA,0.182,NA,NA,NA,1011,NA,0.041,0.667,0.276,0.014,0.003,1648,"Same","",39623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2011,NA,468,34,NA,0.135,NA,NA,NA,541,NA,0.014,0.299,0.621,0.062,0.005,1648,"Same","",44912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2012,NA,294,32,NA,0.218,NA,NA,NA,376,NA,0.085,0.314,0.536,0.059,0.007,1648,"Same","",14451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2013,NA,501,31,NA,0.283,NA,NA,NA,699,NA,0.018,0.483,0.368,0.114,0.018,1648,"Same","",22925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2014,NA,163,32,NA,0.23,NA,NA,NA,212,NA,0.018,0.482,0.482,0.018,0,809,"Same","",28375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2015,NA,228,32,NA,0.102,NA,NA,NA,254,NA,0.041,0.324,0.527,0.101,0,809,"Same","",14416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2016,NA,179,36,NA,0.118,NA,NA,NA,203,NA,0,0.229,0.627,0.133,0.012,809,"Same","",31820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,2017,NA,41,17,NA,0.359,NA,NA,NA,64,NA,0.04,0.08,0.84,0.04,0,809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1967,1570,NA,NA,NA,NA,NA,NA,1570,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1968,821,NA,NA,NA,NA,NA,NA,821,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1969,1693,NA,NA,NA,NA,NA,NA,1693,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,1121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1970,2029,NA,NA,NA,NA,NA,NA,2029,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1971,2427,NA,NA,NA,NA,NA,NA,2427,NA,NA,NA,NA,NA,NA,NA,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1972,2189,NA,NA,NA,NA,NA,NA,2189,NA,NA,NA,NA,NA,NA,NA,686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1973,1816,NA,NA,NA,NA,NA,NA,1816,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1974,2331,NA,NA,NA,NA,NA,NA,2331,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1975,1917,NA,NA,NA,NA,NA,NA,1917,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1976,2237,NA,NA,NA,NA,NA,NA,2237,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1977,1111,NA,NA,NA,NA,NA,NA,1111,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1978,2720,NA,NA,NA,NA,NA,NA,2720,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,1000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1979,2372,NA,NA,NA,NA,NA,NA,2372,NA,NA,NA,NA,NA,NA,NA,876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1980,2090,NA,NA,NA,NA,NA,NA,2090,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,1071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1981,1114,NA,36,NA,NA,NA,NA,1114,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,1012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1982,609,NA,79,NA,NA,NA,NA,609,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1983,974,NA,161,NA,NA,NA,NA,974,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1984,1997,NA,52,NA,NA,NA,NA,1997,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,1136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1985,2731,NA,104,NA,NA,NA,NA,2731,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,1102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1986,2486,NA,69,NA,NA,NA,NA,2486,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1987,2910,NA,148,NA,NA,NA,NA,2910,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1988,2050,NA,151,0.06818182,NA,NA,NA,2200,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1989,1841,NA,160,0.1547291,NA,NA,NA,2178,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1990,1246,NA,106,0.1023055,NA,NA,NA,1388,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1991,592,NA,99,0.2850242,NA,NA,NA,828,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,834,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1992,1915,NA,225,0.1530296,NA,NA,NA,2261,NA,NA,0.008099081,0.5569339,0.3969536,0.03801352,0,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1993,1175,NA,114,0.257,NA,NA,NA,1582,NA,NA,0.008,0.557,0.397,0.038,0,1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1994,847,NA,93,0.211,NA,NA,NA,1074,NA,NA,0,0.528,0.426,0.047,0,1784,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1995,783,NA,86,0.397,NA,NA,NA,1298,NA,NA,0.028,0.335,0.533,0.103,0,1784,"Same","",46657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1996,1186,NA,102,0.342,NA,NA,NA,1803,NA,NA,0,0.781,0.22,0,0,1800,"Same","",44459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1997,909,NA,100,0.589,NA,NA,NA,2210,NA,NA,0.02,0.485,0.42,0.076,0,1784,"Same","",7899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1998,775,NA,80,0.494,NA,NA,NA,1533,NA,NA,0,0.614,0.332,0.054,0,1800,"Same","",69328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,1999,1033,NA,96,0.358,NA,NA,NA,1608,NA,NA,0.026,0.573,0.387,0.015,0,1784,"Same","",49516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2000,2039,NA,101,0.225,NA,NA,NA,2631,NA,NA,0,0.783,0.217,0,0,1784,"Same","",56007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2001,2477,NA,92,0.266,NA,NA,NA,3374,NA,NA,0,0.428,0.519,0.053,0,1800,"Same","",32853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2002,3551,NA,94,0.315,NA,NA,NA,5182,NA,NA,0,0.665,0.309,0.026,0,1800,"Same","",82005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2003,2010,NA,100,0.287,NA,NA,NA,2821,NA,NA,0.013,0.229,0.724,0.034,0,1784,"Same","",24601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2004,2014,NA,79,0.356,NA,NA,NA,3128,NA,NA,0,0.707,0.282,0.011,0,1800,"Same","",32105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2005,1634,NA,81,0.277,NA,NA,NA,2260,NA,NA,0.008,0.557,0.397,0.038,0,1784,"Same","",51897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2006,1396,NA,77,0.168,NA,NA,NA,1677,NA,NA,0.008,0.557,0.397,0.038,0,1800,"Same","",36080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2007,2485,NA,80,0.227,NA,NA,NA,3215,NA,NA,0.048,0.69,0.262,0,0,1784,"Same","",31647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2008,2113,NA,85,0.25,NA,NA,NA,2819,NA,NA,0,0.17,0.755,0.075,0,1800,"Same","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2009,2366,NA,90,0.196,NA,NA,NA,2941,NA,NA,0,0.278,0.555,0.167,0,1784,"Same","",33883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2010,3742,NA,80,0.195,NA,NA,NA,4648,NA,NA,0.017,0.417,0.517,0.05,0,1800,"Same","",63017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2011,3882,NA,87,0.142,NA,NA,NA,4523,NA,NA,0,0.111,0.889,0,0,1804,"Same","",31387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,2012,3132,NA,81,0.197,NA,NA,NA,3899,NA,NA,0,0.144,0.789,0.067,0,1800,"Same","",48602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
