"OBJECTID","LocationID","Species","Run","UseType","HUC10","HUC12","CA_POPID","Count"
148,"1176742463327","Steelhead","Summer","Migration only","1706010706","170601070604",69,10
148,"1202169476606","Chinook","Spring","Migration only","1702001002","170200100204",45,11
149,"1174992458487","Steelhead","Summer","Migration only","1706010602","170601060201",83,32
149,"1203382483627","Chinook","Spring","Rearing and migration","1702000805","170200080506",46,5
149,"1203382483627","Chinook","Spring","Rearing and migration","1702000805","170200080507",46,1
150,"1174512459454","Steelhead","Summer","Migration only","1706010603","170601060308",83,36
150,"1174512459454","Steelhead","Summer","Migration only","1706010603","170601060312",83,31
150,"1174512459454","Steelhead","Summer","Migration only","1706010607","170601060703",83,1
150,"1203896483592","Chinook","Spring","Rearing and migration","1702000805","170200080507",46,1
151,"1179550460323","Steelhead","Summer","Migration only","1707010202","170701020201",71,4
152,"1181170462728","Steelhead","Summer","Spawning and rearing","1707010204","170701020403",69,1
152,"1181170462728","Steelhead","Summer","Spawning and rearing","1707010204","170701020402",69,46
153,"1180580458429","Steelhead","Summer","Migration only","1707010201","170701020102",71,3
154,"1176017460422","Steelhead","Summer","Spawning and rearing","1706010603","170601060311",83,9
155,"1176238461882","Steelhead","Summer","Spawning and rearing","1706010706","170601070601",69,3
155,"1203175476932","Chinook","Spring","Rearing and migration","1702001002","170200100209",45,1
156,"1179588463015","Steelhead","Summer","Spawning and rearing","1707010203","170701020302",69,36
156,"1179588463015","Steelhead","Summer","Spawning and rearing","1707010203","170701020308",69,19
156,"1179588463015","Steelhead","Summer","Spawning and rearing","1707010203","170701020301",69,37
156,"1201976483696","Chinook","Spring","Migration only","1702000805","170200080509",46,1
157,"1180905459884","Steelhead","Summer","Migration only","1707010202","170701020202",71,12
158,"1173303465804","Steelhead","Summer","Migration only","1706010702","170601070205",90,1
158,"1173303465804","Steelhead","Summer","Migration only","1706010702","170601070204",90,7
158,"1204364486012","Chinook","Spring","Migration only","1702000802","170200080204",46,18
159,"1178502462312","Steelhead","Summer","Migration only","1707010203","170701020302",69,2
160,"1175506465328","Steelhead","Summer","Migration only","1706010703","170601070304",91,17
160,"1203780485742","Chinook","Spring","Rearing and migration","1702000806","170200080601",46,6
160,"1203780485742","Chinook","Spring","Rearing and migration","1702000806","170200080602",46,1
161,"1175710460351","Steelhead","Summer","Spawning and rearing","1706010603","170601060310",83,6
161,"1175710460351","Steelhead","Summer","Spawning and rearing","1706010603","170601060311",83,1
162,"1173955459872","Steelhead","Summer","Migration only","1706010607","170601060703",83,1
162,"1173955459872","Steelhead","Summer","Migration only","1706010607","170601060702",83,5
163,"1175755460422","Steelhead","Summer","Spawning and rearing","1706010603","170601060311",83,7
163,"1203928477475","Chinook","Spring","Migration only","1702001001","170200100102",45,11
163,"1203928477475","Chinook","Spring","Migration only","1702001001","170200100103",45,1
164,"1175506465338","Steelhead","Summer","Migration only","1706010703","170601070304",91,15
164,"1202169476606","Chinook","Spring","Rearing and migration","1702001002","170200100209",45,4
165,"1174328461964","Steelhead","Summer","Migration only","1706010302","170601030201",90,2
165,"1201152481863","Chinook","Spring","Migration only","1702000807","170200080703",46,6
165,"1201152481863","Chinook","Spring","Migration only","1702000807","170200080704",46,1
166,"1174691466997","Steelhead","Summer","Rearing and migration","1706010708","170601070801",91,1
167,"1175523459767","Steelhead","Summer","Spawning and rearing","1706010603","170601060311",83,30
167,"1203949483614","Chinook","Spring","Rearing and migration","1702000805","170200080504",46,3
168,"1178565463363","Steelhead","Summer","Rearing and migration","1707010203","170701020306",69,1
168,"1203841474786","Chinook","Spring","Rearing and migration","1702001107","170200110708",47,2
169,"1171094463199","Steelhead","Summer","Spawning and rearing","1706010302","170601030208",90,1
169,"1202531485011","Chinook","Spring","Spawning and rearing","1702000806","170200080602",46,4
170,"1176788459820","Steelhead","Summer","Migration only","1706010603","170601060307",83,9
170,"1176788459820","Steelhead","Summer","Migration only","1706010603","170601060308",83,1
170,"1202169476606","Chinook","Spring","Spawning and rearing","1702001002","170200100207",45,5
171,"1179821465046","Steelhead","Summer","Spawning and rearing","1706010706","170601070608",69,1
171,"1202169476606","Chinook","Spring","Spawning and rearing","1702001002","170200100204",45,12
171,"1202169476606","Chinook","Spring","Spawning and rearing","1702001002","170200100205",45,23
171,"1202169476606","Chinook","Spring","Spawning and rearing","1702001002","170200100207",45,38
172,"1176788459820","Steelhead","Summer","Spawning and rearing","1706010603","170601060307",83,23
173,"1173643460072","Steelhead","Summer","Rearing and migration","1706010607","170601060709",83,1
174,"1174662467031","Steelhead","Summer","Migration only","1706010708","170601070801",91,2
175,"1173955459872","Steelhead","Summer","Spawning and rearing","1706010607","170601060702",83,13
176,"1173826467075","Steelhead","Summer","Migration only","1706010708","170601070801",91,4
176,"1204734475234","Chinook","Spring","Migration only","1702001107","170200110708",47,1
177,"1180935459842","Steelhead","Summer","Migration only","1707010202","170701020202",71,4
178,"1173422457185","Steelhead","Summer","Migration only","1706010602","170601060203",83,11
179,"1176280466203","Steelhead","Summer","Migration only","1706010703","170601070303",91,8
179,"1176280466203","Steelhead","Summer","Migration only","1706010703","170601070306",91,1
179,"1206594475929","Chinook","Spring","Rearing and migration","1702001107","170200110706",47,3
180,"1178623461829","Steelhead","Summer","Rearing and migration","1707010203","170701020303",69,14
181,"1178565463353","Steelhead","Summer","Migration only","1707010203","170701020306",69,26
181,"1205277484377","Chinook","Spring","Rearing and migration","1702000805","170200080502",46,4
181,"1205277484377","Chinook","Spring","Rearing and migration","1702000805","170200080503",46,1
182,"1174691466997","Steelhead","Summer","Migration only","1706010708","170601070802",91,1
182,"1205732475578","Chinook","Spring","Spawning and rearing","1702001105","170200110503",47,20
183,"1177136459571","Steelhead","Summer","Migration only","1706010603","170601060305",83,12
184,"1179523460319","Steelhead","Summer","Migration only","1707010202","170701020201",71,3
185,"1179867465091","Steelhead","Summer","Migration only","1706010705","170601070501",91,27
186,"1189393460624","Steelhead","Summer","Spawning and rearing","1707010207","170701020704",71,19
186,"1189393460624","Steelhead","Summer","Spawning and rearing","1707010211","170701021102",69,4
186,"1206599474630","Chinook","Spring","Spawning and rearing","1702001105","170200110502",47,2
186,"1206599474630","Chinook","Spring","Spawning and rearing","1702001105","170200110503",47,1
187,"1183374460341","Steelhead","Summer","Migration only","1707010207","170701020701",71,1
188,"1184778460386","Steelhead","Summer","Rearing and migration","1707010202","170701020204",71,30
189,"1180777458398","Steelhead","Summer","Migration only","1707010201","170701020102",71,13
189,"1202169476606","Chinook","Spring","Spawning and rearing","1702001002","170200100209",45,11
190,"1178006466242","Steelhead","Summer","Migration only","1706010703","170601070306",91,5
190,"1178006466242","Steelhead","Summer","Migration only","1706010708","170601070804",91,1
190,"1206653475780","Chinook","Spring","Rearing and migration","1702001107","170200110703",47,2
191,"1177453457939","Steelhead","Summer","Migration only","1706010601","170601060102",83,11
191,"1206585477882","Chinook","Spring","Spawning and rearing","1702001103","170200110301",47,7
191,"1206585477882","Chinook","Spring","Spawning and rearing","1702001103","170200110303",47,50
191,"1206585477882","Chinook","Spring","Spawning and rearing","1702001103","170200110305",47,38
191,"1206585477882","Chinook","Spring","Spawning and rearing","1702001103","170200110308",47,68
191,"1206585477882","Chinook","Spring","Spawning and rearing","1702001107","170200110701",47,1
192,"1183076458985","Steelhead","Summer","Migration only","1707010201","170701020102",71,21
192,"1183076458985","Steelhead","Summer","Migration only","1707010201","170701020101",71,21
193,"1180711458401","Steelhead","Summer","Migration only","1707010201","170701020102",71,3
194,"1179465460292","Steelhead","Summer","Migration only","1707010202","170701020201",71,4
194,"1200224488107","Chinook","Spring","Rearing and migration","1702000803","170200080303",46,1
195,"1183165460359","Steelhead","Summer","Migration only","1707010207","170701020701",71,2
196,"1186823460337","Steelhead","Summer","Rearing and migration","1707010204","170701020405",69,17
197,"1183076458986","Steelhead","Summer","Migration only","1707010201","170701020104",71,36
198,"1185925460511","Steelhead","Summer","Rearing and migration","1707010208","170701020801",71,1
198,"1185925460511","Steelhead","Summer","Rearing and migration","1707010208","170701020805",71,18
199,"1177863459547","Steelhead","Summer","Migration only","1706010603","170601060304",83,17
199,"1177863459547","Steelhead","Summer","Migration only","1706010603","170601060305",83,1
199,"1205732475578","Chinook","Spring","Rearing and migration","1702001105","170200110501",47,21
200,"1189260462480","Steelhead","Summer","Migration only","1706011004","170601100404",91,1
200,"1203156474560","Chinook","Spring","Spawning and rearing","1702001107","170200110701",47,86
201,"1180273458744","Steelhead","Summer","Migration only","1707010201","170701020101",71,4
202,"1178063461487","Steelhead","Summer","Rearing and migration","1707010203","170701020301",69,14
203,"1190296461886","Steelhead","Summer","Migration only","1706010303","170601030307",90,20
203,"1190296461886","Steelhead","Summer","Migration only","1706030613","170603061308",77,1
204,"1177950459508","Steelhead","Summer","Migration only","1706010603","170601060303",83,11
204,"1205105486513","Chinook","Spring","Rearing and migration","1702000802","170200080201",46,5
205,"1181281465166","Steelhead","Summer","Migration only","1706010707","170601070703",91,1
205,"1181281465166","Steelhead","Summer","Migration only","1706010707","170601070702",91,6
206,"1181047458443","Steelhead","Summer","Migration only","1707010201","170701020102",71,4
206,"1206496478340","Chinook","Spring","Migration only","1702001103","170200110308",47,2
207,"1177342462897","Steelhead","Summer","Migration only","1707010203","170701020305",69,1
208,"1180561459800","Steelhead","Summer","Migration only","1707010202","170701020202",71,4
209,"1176836467017","Steelhead","Summer","Spawning and rearing","1706010708","170601070803",91,16
210,"1179841463198","Steelhead","Summer","Rearing and migration","1707010203","170701020308",69,1
210,"1179841463198","Steelhead","Summer","Rearing and migration","1707010203","170701020307",69,36
210,"1205732475578","Chinook","Spring","Spawning and rearing","1702001105","170200110503",47,21
211,"1179480461129","Steelhead","Summer","Migration only","1707010203","170701020304",69,4
212,"1179867465091","Steelhead","Summer","Rearing and migration","1706010705","170601070502",91,71
212,"1179867465091","Steelhead","Summer","Rearing and migration","1706010705","170601070503",91,12
213,"1177181461765","Steelhead","Summer","Migration only","1706010706","170601070602",69,6
214,"1184255460236","Steelhead","Summer","Migration only","1707010207","170701020704",71,13
215,"1190296461886","Steelhead","Summer","Migration only","1706010303","170601030307",90,1
