"OBJECTID","LocationID","Species","Run","UseType","HUC10","HUC12","CA_POPID","Count"
2608,NA,"Steelhead","Summer","Spawning and rearing","1707020203","170702020303",67,39
2609,NA,"Steelhead","Summer","Spawning and rearing","1707020203","170702020302",67,48
2610,NA,"Steelhead","Summer","Spawning and rearing","1707020201","170702020104",67,7
2611,NA,"Steelhead","Summer","Spawning and rearing","1707020201","170702020105",67,1
2611,NA,"Steelhead","Summer","Spawning and rearing","1707020203","170702020301",67,18
2611,NA,"Steelhead","Summer","Spawning and rearing","1707020203","170702020304",67,32
2611,NA,"Steelhead","Summer","Spawning and rearing","1707020203","170702020305",67,32
2611,NA,"Steelhead","Summer","Spawning and rearing","1707020203","170702020306",67,5
2612,NA,"Steelhead","Summer","Spawning and rearing","1707020205","170702020503",67,40
2613,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030204",70,4
2614,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030204",70,19
2615,NA,"Steelhead","Summer","Spawning and rearing","1707010302","170701030204",70,1
2616,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030204",70,5
2617,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030204",70,22
2618,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030204",70,3
2619,NA,"Steelhead","Summer","Spawning and rearing","1707010302","170701030202",70,4
2620,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030202",70,5
2621,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030202",70,4
2622,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030202",70,8
2623,NA,"Steelhead","Summer","Spawning and rearing","1707010302","170701030202",70,4
2624,NA,"Steelhead","Summer","Rearing and migration","1707010302","170701030202",70,2
2625,NA,"Steelhead","Summer","Spawning and rearing","1707010302","170701030203",70,2
2626,NA,"Steelhead","Summer","Spawning and rearing","1707010302","170701030203",70,5
2627,NA,"Steelhead","Summer","Spawning and rearing","1707010306","170701030603",70,50
2628,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,15
2629,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,3
2630,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,1
2631,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,2
2632,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,4
2633,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,3
2634,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,2
2635,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,3
2636,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020804",67,5
2637,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020805",67,6
2638,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020805",67,1
2639,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020806",67,3
2640,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020806",67,4
2641,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020805",67,9
2642,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020805",67,9
2643,NA,"Steelhead","Summer","Spawning and rearing","1707020208","170702020805",67,12
2644,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041105",64,1
2645,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041106",64,4
2646,NA,"Steelhead","Summer","Spawning and rearing","1707020411","170702041106",64,2
2647,NA,"Steelhead","Summer","Spawning and rearing","1707020210","170702021006",67,20
2648,NA,"Steelhead","Summer","Spawning and rearing","1707020401","170702040101",64,16
2649,NA,"Steelhead","Summer","Spawning and rearing","1707020401","170702040108",64,1
2650,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030305",66,2
2651,NA,"Steelhead","Summer","Spawning and rearing","1707020401","170702040108",64,4
2652,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030303",66,3
2653,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030303",66,4
2654,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030303",66,4
2655,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030303",66,7
2656,NA,"Steelhead","Summer","Spawning and rearing","1707020303","170702030303",66,14
2657,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010802",65,3
2658,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010802",65,10
2659,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010802",65,3
2660,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010801",65,2
2661,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010802",65,1
2662,NA,"Steelhead","Summer","Spawning and rearing","1707020108","170702010802",65,7
2663,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010603",65,6
2664,NA,"Steelhead","Summer","Spawning and rearing","1707020106","170702010603",65,16
2665,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010304",68,3
2666,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010304",68,4
2667,NA,"Steelhead","Summer","Spawning and rearing","1707020103","170702010304",68,2
2668,NA,"Steelhead","Summer","Spawning and rearing","1708000107","170800010703",304,1
2668,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010804",312,8
2669,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010804",312,11
2670,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010803",312,4
2671,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010803",312,5
2672,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010804",312,14
2673,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010804",312,8
2674,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,6
2675,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010102",304,1
2676,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,1
2677,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,7
2678,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,4
2679,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,9
2679,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,29
2680,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,1
2681,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,1
2682,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,2
2683,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,1
2684,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,1
2685,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,1
2686,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,1
2687,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,1
2688,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,2
2689,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,2
2690,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,5
2691,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010202",304,3
2692,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010202",304,1
2693,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,19
2694,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,1
2695,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,2
2696,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,2
2697,NA,"Steelhead","Summer","Spawning and rearing","1708000105","170800010506",304,1
2698,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,6
2699,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,1
2700,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,1
2701,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,3
2702,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,2
2703,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010304",304,5
2704,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,1
2704,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010102",304,1
2705,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010102",304,3
2706,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010102",304,1
2707,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010102",304,2
2708,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010201",304,26
2709,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010202",304,1
2710,NA,"Steelhead","Summer","Spawning and rearing","1708000102","170800010202",304,5
2711,NA,"Steelhead","Summer","Spawning and rearing","1708000103","170800010303",304,1
2712,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010401",304,11
2712,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010402",304,16
2713,NA,"Steelhead","Summer","Migration only","1708000107","170800010702",304,2
2713,NA,"Steelhead","Summer","Migration only","1708000107","170800010703",304,1
2714,NA,"Steelhead","Summer","Rearing and migration","1708000104","170800010402",304,55
2714,NA,"Steelhead","Summer","Rearing and migration","1708000107","170800010702",304,24
2715,NA,"Steelhead","Summer","Spawning and rearing","1708000104","170800010401",304,3
2716,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,18
2717,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010101",304,5
2718,NA,"Steelhead","Summer","Spawning and rearing","1708000101","170800010102",304,4
2719,NA,"Steelhead","Summer","Spawning and rearing","1708000107","170800010703",304,24
2720,NA,"Steelhead","Summer","Spawning and rearing","1708000107","170800010703",304,2
2720,NA,"Steelhead","Summer","Spawning and rearing","1708000107","170800010701",304,19
2721,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010803",312,4
2722,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010803",312,4
2723,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010802",312,2
2724,NA,"Steelhead","Summer","Spawning and rearing","1708000108","170800010802",312,1
2725,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,1
2726,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,1
2727,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,1
2728,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,1
2729,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,1
2730,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,2
2731,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,1
2732,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,1
2733,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,1
2734,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,3
2735,NA,"Steelhead","Summer","Spawning and rearing","1707010504","170701050406",60,2
2735,NA,"Steelhead","Summer","Spawning and rearing","1707010504","170701050405",60,19
2736,NA,"Steelhead","Summer","Spawning and rearing","1707010504","170701050406",60,4
2736,NA,"Steelhead","Summer","Spawning and rearing","1707010504","170701050402",60,1
2737,NA,"Steelhead","Summer","Spawning and rearing","1707010512","170701051201",313,3
2738,NA,"Steelhead","Summer","Spawning and rearing","1707010512","170701051201",313,2
2739,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050503",310,1
2740,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050506",310,1
2741,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050502",310,5
2741,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,1
2742,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050502",310,24
2742,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050506",310,24
2742,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050501",310,44
2743,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050505",310,4
2744,NA,"Steelhead","Summer","Spawning and rearing","1707010505","170701050504",310,3
2745,NA,"Steelhead","Summer","Spawning and rearing","1707010507","170701050701",310,13
2746,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050603",310,1
2747,NA,"Steelhead","Summer","Spawning and rearing","1707010506","170701050603",310,4
2748,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011303",64,7
2749,NA,"Steelhead","Summer","Spawning and rearing","1707020113","170702011303",64,9
2750,NA,"Steelhead","Summer","Spawning and rearing","1707020111","170702011102",64,6
2751,NA,"Steelhead","Summer","Spawning and rearing","1707020403","170702040303",64,12
2752,NA,"Steelhead","Summer","Spawning and rearing","1707020403","170702040303",64,16
2948,NA,"Steelhead","Summer","Unknown","1707020208","170702020804",67,4
2949,NA,"Steelhead","Summer","Unknown","1707020208","170702020805",67,4
3484,NA,"Steelhead","Summer","Spawning and rearing","1707030603","170703060305",59,6
3485,NA,"Steelhead","Summer","Spawning and rearing","1707030612","170703061201",59,5
3486,NA,"Steelhead","Summer","Spawning and rearing","1707030607","170703060702",58,40
3487,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061107",59,18
3488,NA,"Steelhead","Summer","Spawning and rearing","1707030607","170703060704",58,5
3489,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061103",59,10
3490,NA,"Steelhead","Summer","Spawning and rearing","1707030607","170703060704",58,9
3491,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061102",59,21
3492,NA,"Steelhead","Summer","Rearing and migration","1707030611","170703061106",59,12
3493,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061104",59,3
3494,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061101",59,11
3495,NA,"Steelhead","Summer","Spawning and rearing","1707030606","170703060601",59,36
3495,NA,"Steelhead","Summer","Spawning and rearing","1707030606","170703060602",59,28
3495,NA,"Steelhead","Summer","Spawning and rearing","1707030606","170703060606",59,45
3496,NA,"Steelhead","Summer","Rearing and migration","1707030606","170703060606",59,26
3496,NA,"Steelhead","Summer","Rearing and migration","1707030606","170703060607",59,57
3496,NA,"Steelhead","Summer","Rearing and migration","1707030606","170703060608",59,42
3497,NA,"Steelhead","Summer","Spawning and rearing","1707030610","170703061001",58,13
3498,NA,"Steelhead","Summer","Spawning and rearing","1707030610","170703061001",58,8
3499,NA,"Steelhead","Summer","Spawning and rearing","1707030607","170703060701",58,48
3499,NA,"Steelhead","Summer","Spawning and rearing","1707030607","170703060702",58,14
3500,NA,"Steelhead","Summer","Spawning and rearing","1707030610","170703061001",58,26
3500,NA,"Steelhead","Summer","Spawning and rearing","1707030610","170703061004",58,48
3500,NA,"Steelhead","Summer","Spawning and rearing","1707030610","170703061005",58,71
3501,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061103",59,4
3502,NA,"Steelhead","Summer","Spawning and rearing","1707030607","170703060704",58,3
3503,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061104",59,7
3504,NA,"Steelhead","Summer","Spawning and rearing","1707030612","170703061202",59,10
3505,NA,"Steelhead","Summer","Spawning and rearing","1707030610","170703061003",58,11
3506,NA,"Steelhead","Summer","Spawning and rearing","1707030609","170703060908",59,9
3507,NA,"Steelhead","Summer","Spawning and rearing","1707030612","170703061203",59,11
3508,NA,"Steelhead","Summer","Spawning and rearing","1707030612","170703061203",59,9
3509,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070105",58,6
3510,NA,"Steelhead","Summer","Spawning and rearing","1707030607","170703060702",58,1
3510,NA,"Steelhead","Summer","Spawning and rearing","1707030607","170703060704",58,46
3511,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061106",59,42
3512,NA,"Steelhead","Summer","Spawning and rearing","1707030612","170703061204",59,4
3513,NA,"Steelhead","Summer","Spawning and rearing","1707030703","170703070304",58,2
3514,NA,"Steelhead","Summer","Spawning and rearing","1707030702","170703070206",58,25
3515,NA,"Steelhead","Summer","Spawning and rearing","1707030702","170703070204",58,7
3515,NA,"Steelhead","Summer","Spawning and rearing","1707030702","170703070205",58,45
3516,NA,"Steelhead","Summer","Spawning and rearing","1707030702","170703070205",58,3
3517,NA,"Steelhead","Summer","Spawning and rearing","1707030702","170703070205",58,5
3518,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070108",58,10
3519,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070106",58,12
3520,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070106",58,2
3521,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070106",58,7
3522,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070102",58,13
3523,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070104",58,19
3524,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070102",58,17
3525,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070105",58,14
3526,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070102",58,7
3527,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070103",58,14
3528,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070101",58,19
3529,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070103",58,13
3530,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070101",58,17
3531,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070103",58,2
3532,NA,"Steelhead","Summer","Spawning and rearing","1707030604","170703060401",59,2
3533,NA,"Steelhead","Summer","Spawning and rearing","1707030606","170703060603",59,35
3534,NA,"Steelhead","Summer","Spawning and rearing","1707030605","170703060501",59,9
3535,NA,"Steelhead","Summer","Spawning and rearing","1707030605","170703060503",59,12
3536,NA,"Steelhead","Summer","Spawning and rearing","1707030604","170703060402",59,16
3537,NA,"Steelhead","Summer","Spawning and rearing","1707030606","170703060604",59,33
3538,NA,"Steelhead","Summer","Rearing and migration","1707030604","170703060401",59,1
3538,NA,"Steelhead","Summer","Rearing and migration","1707030604","170703060403",59,21
3539,NA,"Steelhead","Summer","Spawning and rearing","1707030604","170703060401",59,63
3540,NA,"Steelhead","Summer","Spawning and rearing","1707030704","170703070403",58,8
3541,NA,"Steelhead","Summer","Spawning and rearing","1707030603","170703060302",59,2
3542,NA,"Steelhead","Summer","Spawning and rearing","1707030605","170703060501",59,44
3542,NA,"Steelhead","Summer","Spawning and rearing","1707030605","170703060503",59,53
3542,NA,"Steelhead","Summer","Spawning and rearing","1707030605","170703060505",59,37
3543,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061105",59,15
3544,NA,"Steelhead","Summer","Spawning and rearing","1707030603","170703060301",59,34
3544,NA,"Steelhead","Summer","Spawning and rearing","1707030603","170703060302",59,62
3545,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061105",59,13
3546,NA,"Steelhead","Summer","Spawning and rearing","1707030612","170703061205",59,1
3547,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070104",58,5
3548,NA,"Steelhead","Summer","Rearing and migration","1707030701","170703070102",58,6
3549,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070109",58,11
3550,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061101",59,6
3550,NA,"Steelhead","Summer","Spawning and rearing","1707030611","170703061104",59,1
3551,NA,"Steelhead","Summer","Spawning and rearing","1707030612","170703061204",59,1
3552,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070105",58,1
3553,NA,"Steelhead","Summer","Spawning and rearing","1707030703","170703070304",58,1
3553,NA,"Steelhead","Summer","Spawning and rearing","1707030705","170703070502",58,40
3554,NA,"Steelhead","Summer","Spawning and rearing","1707030701","170703070103",58,31
3555,NA,"Steelhead","Summer","Spawning and rearing","1707030705","170703070501",58,19
3556,NA,"Steelhead","Summer","Migration only","1707030111","170703011104",59,55
3558,NA,"Steelhead","Summer","Spawning and rearing","1707030107","170703010708",59,27
3558,NA,"Steelhead","Summer","Spawning and rearing","1707030107","170703010709",59,64
3559,NA,"Steelhead","Summer","Rearing and migration","1707030107","170703010702",59,20
3560,NA,"Steelhead","Summer","Spawning and rearing","1707030107","170703010701",59,22
3560,NA,"Steelhead","Summer","Spawning and rearing","1707030107","170703010702",59,37
3561,NA,"Steelhead","Summer","Spawning and rearing","1707030107","170703010702",59,12
3562,NA,"Steelhead","Summer","Rearing and migration","1707030510","170703051006",57,1
3562,NA,"Steelhead","Summer","Rearing and migration","1707030511","170703051101",57,79
3562,NA,"Steelhead","Summer","Rearing and migration","1707030511","170703051102",57,24
3563,NA,"Steelhead","Summer","Rearing and migration","1707030510","170703051002",57,12
3563,NA,"Steelhead","Summer","Rearing and migration","1707030510","170703051006",57,71
3564,NA,"Steelhead","Summer","Spawning and rearing","1707030501","170703050102",57,65
3564,NA,"Steelhead","Summer","Spawning and rearing","1707030510","170703051002",57,43
3565,NA,"Steelhead","Summer","Spawning and rearing","1707030505","170703050501",57,28
3565,NA,"Steelhead","Summer","Spawning and rearing","1707030505","170703050503",57,58
3566,NA,"Steelhead","Summer","Spawning and rearing","1707030505","170703050501",57,10
3567,NA,"Steelhead","Summer","Spawning and rearing","1707030505","170703050502",57,21
3568,NA,"Steelhead","Summer","Spawning and rearing","1707030504","170703050403",57,20
3568,NA,"Steelhead","Summer","Spawning and rearing","1707030504","170703050404",57,30
3568,NA,"Steelhead","Summer","Spawning and rearing","1707030510","170703051002",57,1
3569,NA,"Steelhead","Summer","Migration only","1707030111","170703011104",59,1
3569,NA,"Steelhead","Summer","Migration only","1707030511","170703051102",57,31
3570,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020304",89,25
3571,NA,"Steelhead","Summer","Spawning and rearing","1706010204","170601020401",89,4
3572,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020303",89,9
3573,NA,"Steelhead","Summer","Spawning and rearing","1706010204","170601020401",89,4
3574,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020302",89,17
3575,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020302",89,3
3576,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020301",89,16
3577,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040501",84,40
3578,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040501",84,7
3579,NA,"Steelhead","Summer","Spawning and rearing","1706010101","170601010104",87,14
3580,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040501",84,12
3581,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040502",84,7
3582,NA,"Steelhead","Summer","Spawning and rearing","1706010409","170601040905",84,27
3582,NA,"Steelhead","Summer","Spawning and rearing","1706010411","170601041103",84,42
3582,NA,"Steelhead","Summer","Spawning and rearing","1706010411","170601041106",84,40
3583,NA,"Steelhead","Summer","Rearing and migration","1706010407","170601040705",84,51
3583,NA,"Steelhead","Summer","Rearing and migration","1706010407","170601040706",84,52
3584,NA,"Steelhead","Summer","Rearing and migration","1706010409","170601040905",84,54
3585,NA,"Steelhead","Summer","Spawning and rearing","1706010401","170601040101",84,21
3585,NA,"Steelhead","Summer","Spawning and rearing","1706010401","170601040103",84,37
3585,NA,"Steelhead","Summer","Spawning and rearing","1706010401","170601040109",84,66
3586,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040307",84,59
3586,NA,"Steelhead","Summer","Spawning and rearing","1706010404","170601040404",84,30
3586,NA,"Steelhead","Summer","Spawning and rearing","1706010404","170601040405",84,27
3587,NA,"Steelhead","Summer","Spawning and rearing","1706010403","170601040307",84,7
3588,NA,"Steelhead","Summer","Rearing and migration","1706010301","170601030103",87,34
3588,NA,"Steelhead","Summer","Rearing and migration","1706010301","170601030104",87,24
3588,NA,"Steelhead","Summer","Rearing and migration","1706010301","170601030105",87,34
3588,NA,"Steelhead","Summer","Rearing and migration","1706010303","170601030303",90,52
3588,NA,"Steelhead","Summer","Rearing and migration","1706010303","170601030305",90,34
3588,NA,"Steelhead","Summer","Rearing and migration","1706010303","170601030307",90,51
3588,NA,"Steelhead","Summer","Rearing and migration","1706030613","170603061308",77,1
3589,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020302",89,13
3590,NA,"Steelhead","Summer","Spawning and rearing","1706010101","170601010106",87,6
3591,NA,"Steelhead","Summer","Spawning and rearing","1706010204","170601020403",89,11
3592,NA,"Steelhead","Summer","Spawning and rearing","1706010605","170601060508",85,10
3593,NA,"Steelhead","Summer","Spawning and rearing","1706010201","170601020102",89,28
3594,NA,"Steelhead","Summer","Spawning and rearing","1706010204","170601020407",89,21
3595,NA,"Steelhead","Summer","Spawning and rearing","1706010204","170601020404",89,49
3596,NA,"Steelhead","Summer","Spawning and rearing","1706010201","170601020104",89,11
3597,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040502",84,39
3598,NA,"Steelhead","Summer","Spawning and rearing","1706010201","170601020105",89,26
3599,NA,"Steelhead","Summer","Spawning and rearing","1706010201","170601020104",89,4
3600,NA,"Steelhead","Summer","Spawning and rearing","1706010204","170601020407",89,34
3600,NA,"Steelhead","Summer","Spawning and rearing","1706010204","170601020401",89,26
3600,NA,"Steelhead","Summer","Spawning and rearing","1706010204","170601020402",89,63
3601,NA,"Steelhead","Summer","Spawning and rearing","1706010201","170601020106",89,17
3602,NA,"Steelhead","Summer","Rearing and migration","1706010202","170601020206",89,1
3602,NA,"Steelhead","Summer","Rearing and migration","1706010205","170601020501",89,30
3602,NA,"Steelhead","Summer","Rearing and migration","1706010205","170601020502",89,26
3602,NA,"Steelhead","Summer","Rearing and migration","1706010205","170601020510",89,52
3603,NA,"Steelhead","Summer","Spawning and rearing","1706010201","170601020103",89,27
3603,NA,"Steelhead","Summer","Spawning and rearing","1706010201","170601020104",89,60
3603,NA,"Steelhead","Summer","Spawning and rearing","1706010201","170601020106",89,18
3603,NA,"Steelhead","Summer","Spawning and rearing","1706010202","170601020201",89,38
3603,NA,"Steelhead","Summer","Spawning and rearing","1706010202","170601020205",89,27
3603,NA,"Steelhead","Summer","Spawning and rearing","1706010202","170601020206",89,58
3604,NA,"Steelhead","Summer","Spawning and rearing","1706010205","170601020505",89,43
3605,NA,"Steelhead","Summer","Spawning and rearing","1706010205","170601020509",89,11
3606,NA,"Steelhead","Summer","Spawning and rearing","1706010205","170601020508",89,33
3607,NA,"Steelhead","Summer","Spawning and rearing","1706010101","170601010106",87,7
3608,NA,"Steelhead","Summer","Rearing and migration","1706010101","170601010106",87,27
3609,NA,"Steelhead","Summer","Rearing and migration","1706010101","170601010106",87,11
3609,NA,"Steelhead","Summer","Rearing and migration","1706010102","170601010201",87,26
3609,NA,"Steelhead","Summer","Rearing and migration","1706010102","170601010203",87,16
3609,NA,"Steelhead","Summer","Rearing and migration","1706010102","170601010204",87,20
3609,NA,"Steelhead","Summer","Rearing and migration","1706010102","170601010205",87,12
3609,NA,"Steelhead","Summer","Rearing and migration","1706010102","170601010206",87,14
3609,NA,"Steelhead","Summer","Rearing and migration","1706010102","170601010208",87,24
3609,NA,"Steelhead","Summer","Rearing and migration","1706010103","170601010302",87,30
3609,NA,"Steelhead","Summer","Rearing and migration","1706010103","170601010305",87,35
3609,NA,"Steelhead","Summer","Rearing and migration","1706010103","170601010306",87,16
3610,NA,"Steelhead","Summer","Spawning and rearing","1706010205","170601020510",89,11
3611,NA,"Steelhead","Summer","Spawning and rearing","1706010202","170601020204",89,20
3612,NA,"Steelhead","Summer","Spawning and rearing","1706010405","170601040503",84,9
3613,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020301",89,3
3613,NA,"Steelhead","Summer","Spawning and rearing","1706010203","170601020303",89,39
