OBJECTID,Year,Species,Pop,Latitude,Longitude,Count 
1178,2011,Spring Chinook,Catherine Creek,45.14424283,-117.7251728,1
1179,2011,Spring Chinook,Catherine Creek,45.13470733,-117.7120864,1
1180,2011,Spring Chinook,Catherine Creek,45.14679847,-117.7322116,1
1181,2011,Spring Chinook,Catherine Creek,45.14677886,-117.7325285,1
1182,2011,Spring Chinook,Catherine Creek,45.14748847,-117.7342321,1
1183,2011,Spring Chinook,Catherine Creek,45.14940457,-117.7350872,1
1184,2011,Spring Chinook,Catherine Creek,45.14974765,-117.7356359,1
1185,2011,Spring Chinook,Catherine Creek,45.15000589,-117.7357282,1
1186,2011,Spring Chinook,Catherine Creek,45.15008611,-117.7357194,1
1187,2011,Spring Chinook,Catherine Creek,45.15090711,-117.7367622,1
1188,2011,Spring Chinook,Catherine Creek,45.15093704,-117.7369233,1
1189,2011,Spring Chinook,Catherine Creek,45.15141707,-117.7376396,1
1190,2011,Spring Chinook,Catherine Creek,45.1007633,-117.611859,1
1191,2011,Spring Chinook,Catherine Creek,45.14398651,-117.7246756,1
1192,2011,Spring Chinook,Catherine Creek,45.13659384,-117.7172362,1
1193,2011,Spring Chinook,Catherine Creek,45.13997301,-117.7199283,1
1194,2011,Spring Chinook,Catherine Creek,45.14007594,-117.7198863,1
1195,2011,Spring Chinook,Catherine Creek,45.13961225,-117.7208691,1
1196,2011,Spring Chinook,Catherine Creek,45.13922651,-117.7197553,1
1197,2011,Spring Chinook,Catherine Creek,45.13922249,-117.7197542,1
1198,2011,Spring Chinook,Catherine Creek,45.13829872,-117.7194027,1
1199,2011,Spring Chinook,Catherine Creek,45.13731301,-117.7188592,1
1200,2011,Spring Chinook,Catherine Creek,45.13716498,-117.7185094,1
1201,2011,Spring Chinook,Catherine Creek,45.13731443,-117.7187406,1
1202,2011,Spring Chinook,Catherine Creek,45.1367241,-117.7174686,1
1203,2011,Spring Chinook,Catherine Creek,45.13654397,-117.7174747,1
1204,2011,Spring Chinook,Catherine Creek,45.13425034,-117.7111098,1
1205,2011,Spring Chinook,Catherine Creek,45.1366764,-117.7174151,1
1206,2011,Spring Chinook,Catherine Creek,45.15189802,-117.7417389,1
1207,2011,Spring Chinook,Catherine Creek,45.13564124,-117.7161454,1
1208,2011,Spring Chinook,Catherine Creek,45.13556387,-117.7155004,1
1209,2011,Spring Chinook,Catherine Creek,45.13538567,-117.7149453,1
1210,2011,Spring Chinook,Catherine Creek,45.13554652,-117.7146785,1
1211,2011,Spring Chinook,Catherine Creek,45.13569664,-117.7138514,1
1212,2011,Spring Chinook,Catherine Creek,45.13530965,-117.7133964,1
1213,2011,Spring Chinook,Catherine Creek,45.13527403,-117.7132711,1
1214,2011,Spring Chinook,Catherine Creek,45.13527336,-117.7132705,1
1215,2011,Spring Chinook,Catherine Creek,45.13527319,-117.7132714,1
1216,2011,Spring Chinook,Catherine Creek,45.1352871,-117.7132614,1
1217,2011,Spring Chinook,Catherine Creek,45.13445294,-117.7114449,1
1218,2011,Spring Chinook,Catherine Creek,45.13665905,-117.7174081,1
1219,2011,Spring Chinook,Catherine Creek,45.1524441,-117.6171557,1
1220,2011,Spring Chinook,Catherine Creek,45.15178235,-117.7383519,1
1221,2011,Spring Chinook,Catherine Creek,45.15841185,-117.7874984,1
1222,2011,Spring Chinook,Catherine Creek,45.15868183,-117.7878104,1
1223,2011,Spring Chinook,Catherine Creek,45.16117461,-117.7915893,1
1224,2011,Spring Chinook,Catherine Creek,45.16187886,-117.7917159,1
1225,2011,Spring Chinook,Catherine Creek,45.1629913,-117.7932001,1
1226,2011,Spring Chinook,Catherine Creek,45.16460264,-117.7938552,1
1227,2011,Spring Chinook,Catherine Creek,45.16587996,-117.7969884,1
1228,2011,Spring Chinook,Catherine Creek,45.16903918,-117.7990013,1
1229,2011,Spring Chinook,Catherine Creek,45.17126014,-117.8024432,1
1230,2011,Spring Chinook,Catherine Creek,45.17365979,-117.8070865,1
1231,2011,Spring Chinook,Catherine Creek,45.15525925,-117.777743,1
1232,2011,Spring Chinook,Catherine Creek,45.15242105,-117.617168,1
1233,2011,Spring Chinook,Catherine Creek,45.15539629,-117.77633,1
1234,2011,Spring Chinook,Catherine Creek,45.14981009,-117.619347,1
1235,2011,Spring Chinook,Catherine Creek,45.145222,-117.6204603,1
1236,2011,Spring Chinook,Catherine Creek,45.14274742,-117.6215441,1
1237,2011,Spring Chinook,Catherine Creek,45.14288823,-117.6217623,1
1238,2011,Spring Chinook,Catherine Creek,45.14281187,-117.6217623,1
1239,2011,Spring Chinook,Catherine Creek,45.14280994,-117.62177,1
1240,2011,Spring Chinook,Catherine Creek,45.14281187,-117.6217623,1
1241,2011,Spring Chinook,Catherine Creek,45.14281187,-117.6217623,1
1242,2011,Spring Chinook,Catherine Creek,45.13689819,-117.6241872,1
1243,2011,Spring Chinook,Catherine Creek,45.13094997,-117.6302646,1
1244,2011,Spring Chinook,Catherine Creek,45.12250529,-117.6424066,1
1245,2011,Spring Chinook,Catherine Creek,45.17425901,-117.8080024,1
1246,2011,Spring Chinook,Catherine Creek,45.1515656,-117.7551571,1
1247,2011,Spring Chinook,Catherine Creek,45.15223179,-117.7427642,1
1248,2011,Spring Chinook,Catherine Creek,45.15184497,-117.745513,1
1249,2011,Spring Chinook,Catherine Creek,45.15171421,-117.7459807,1
1250,2011,Spring Chinook,Catherine Creek,45.15090527,-117.7469107,1
1251,2011,Spring Chinook,Catherine Creek,45.15076437,-117.7504723,1
1252,2011,Spring Chinook,Catherine Creek,45.15066538,-117.7505322,1
1253,2011,Spring Chinook,Catherine Creek,45.1506368,-117.7506603,1
1254,2011,Spring Chinook,Catherine Creek,45.15107551,-117.7521482,1
1255,2011,Spring Chinook,Catherine Creek,45.15130375,-117.7532762,1
1256,2011,Spring Chinook,Catherine Creek,45.15128824,-117.753303,1
1257,2011,Spring Chinook,Catherine Creek,45.15139997,-117.7539957,1
1258,2011,Spring Chinook,Catherine Creek,45.15504434,-117.7803232,1
1259,2011,Spring Chinook,Catherine Creek,45.15131447,-117.754361,1
1260,2011,Spring Chinook,Catherine Creek,45.14039428,-117.7213355,1
1261,2011,Spring Chinook,Catherine Creek,45.15166802,-117.7553561,1
1262,2011,Spring Chinook,Catherine Creek,45.15159845,-117.7601691,1
1263,2011,Spring Chinook,Catherine Creek,45.15165444,-117.7602855,1
1264,2011,Spring Chinook,Catherine Creek,45.14975611,-117.7618268,1
1265,2011,Spring Chinook,Catherine Creek,45.15216482,-117.7622948,1
1266,2011,Spring Chinook,Catherine Creek,45.15215551,-117.7624774,1
1267,2011,Spring Chinook,Catherine Creek,45.15217236,-117.7627335,1
1268,2011,Spring Chinook,Catherine Creek,45.15202601,-117.7635346,1
1269,2011,Spring Chinook,Catherine Creek,45.15327408,-117.7666229,1
1270,2011,Spring Chinook,Catherine Creek,45.15462248,-117.7688029,1
1271,2011,Spring Chinook,Catherine Creek,45.15582955,-117.7735888,1
1272,2011,Spring Chinook,Catherine Creek,45.15546947,-117.7759228,1
1273,2011,Spring Chinook,Catherine Creek,45.15139989,-117.7541236,1
1274,2011,Spring Chinook,Minam River,45.17902689,-117.4602597,1
1275,2011,Spring Chinook,Minam River,45.34290777,-117.615319,1
1276,2011,Spring Chinook,Minam River,45.34696804,-117.6252857,1
1277,2011,Spring Chinook,Minam River,45.34584294,-117.6228434,1
1278,2011,Spring Chinook,Minam River,45.34578569,-117.6228519,1
1279,2011,Spring Chinook,Minam River,45.34533399,-117.6213744,1
1280,2011,Spring Chinook,Minam River,45.34522779,-117.6206549,1
1281,2011,Spring Chinook,Minam River,45.34522679,-117.6206544,1
1282,2011,Spring Chinook,Minam River,45.34513224,-117.620594,1
1283,2011,Spring Chinook,Minam River,45.34466587,-117.6193008,1
1284,2011,Spring Chinook,Minam River,45.34469177,-117.6191228,1
1285,2011,Spring Chinook,Minam River,45.34467702,-117.6191163,1
1286,2011,Spring Chinook,Minam River,45.34467517,-117.6191411,1
1287,2011,Spring Chinook,Minam River,45.3083879,-117.5634737,1
1288,2011,Spring Chinook,Minam River,45.34296669,-117.6158905,1
1289,2011,Spring Chinook,Minam River,45.204097,-117.4902648,1
1290,2011,Spring Chinook,Minam River,45.34269101,-117.6119474,1
1291,2011,Spring Chinook,Minam River,45.34056536,-117.6102354,1
1292,2011,Spring Chinook,Minam River,45.31153254,-117.5650124,1
1293,2011,Spring Chinook,Minam River,45.31155702,-117.5650997,1
1294,2011,Spring Chinook,Minam River,45.31171057,-117.565188,1
1295,2011,Spring Chinook,Minam River,45.31171233,-117.5651898,1
1296,2011,Spring Chinook,Minam River,45.31167126,-117.5651298,1
1297,2011,Spring Chinook,Minam River,45.31163011,-117.5652874,1
1298,2011,Spring Chinook,Minam River,45.3115281,-117.565146,1
1299,2011,Spring Chinook,Minam River,45.31089812,-117.5642685,1
1300,2011,Spring Chinook,Minam River,45.30849729,-117.5632534,1
1301,2011,Spring Chinook,Minam River,45.36690046,-117.643358,1
1302,2011,Spring Chinook,Minam River,45.34415499,-117.618948,1
1303,2011,Spring Chinook,Minam River,45.35114424,-117.6301019,1
1304,2011,Spring Chinook,Minam River,45.3663688,-117.6444137,1
1305,2011,Spring Chinook,Minam River,45.36607778,-117.644176,1
1306,2011,Spring Chinook,Minam River,45.36595037,-117.6440788,1
1307,2011,Spring Chinook,Minam River,45.36567888,-117.6442601,1
1308,2011,Spring Chinook,Minam River,45.36510623,-117.6441947,1
1309,2011,Spring Chinook,Minam River,45.36277697,-117.639893,1
1310,2011,Spring Chinook,Minam River,45.36126729,-117.637636,1
1311,2011,Spring Chinook,Minam River,45.3557444,-117.6323609,1
1312,2011,Spring Chinook,Minam River,45.3548498,-117.6321064,1
1313,2011,Spring Chinook,Minam River,45.35486229,-117.6321045,1
1314,2011,Spring Chinook,Minam River,45.35413901,-117.6318821,1
1315,2011,Spring Chinook,Minam River,45.35373174,-117.6313693,1
1316,2011,Spring Chinook,Minam River,45.20320726,-117.4890863,1
1317,2011,Spring Chinook,Minam River,45.35266472,-117.6303949,1
1318,2011,Spring Chinook,Minam River,45.20364605,-117.4889545,1
1319,2011,Spring Chinook,Minam River,45.35098583,-117.6299687,1
1320,2011,Spring Chinook,Minam River,45.34947599,-117.6302875,1
1321,2011,Spring Chinook,Minam River,45.34908146,-117.630338,1
1322,2011,Spring Chinook,Minam River,45.34797882,-117.6304387,1
1323,2011,Spring Chinook,Minam River,45.34796373,-117.6304536,1
1324,2011,Spring Chinook,Minam River,45.34794219,-117.630481,1
1325,2011,Spring Chinook,Minam River,45.34793439,-117.6303843,1
1326,2011,Spring Chinook,Minam River,45.34762074,-117.6254057,1
1327,2011,Spring Chinook,Minam River,45.34724632,-117.6255555,1
1328,2011,Spring Chinook,Minam River,45.34710383,-117.6254761,1
1329,2011,Spring Chinook,Minam River,45.20411208,-117.4902506,1
1330,2011,Spring Chinook,Minam River,45.30836552,-117.5634736,1
1331,2011,Spring Chinook,Minam River,45.35259507,-117.630438,1
1332,2011,Spring Chinook,Minam River,45.22134913,-117.5187007,1
1333,2011,Spring Chinook,Minam River,45.29614496,-117.5518176,1
1334,2011,Spring Chinook,Minam River,45.29581295,-117.5518979,1
1335,2011,Spring Chinook,Minam River,45.29492456,-117.5530514,1
1336,2011,Spring Chinook,Minam River,45.29476848,-117.5527856,1
1337,2011,Spring Chinook,Minam River,45.22324302,-117.5216897,1
1338,2011,Spring Chinook,Minam River,45.22324302,-117.5216897,1
1339,2011,Spring Chinook,Minam River,45.22324302,-117.5216897,1
1340,2011,Spring Chinook,Minam River,45.22239301,-117.521227,1
1341,2011,Spring Chinook,Minam River,45.22239301,-117.521227,1
1342,2011,Spring Chinook,Minam River,45.22239335,-117.5212762,1
1343,2011,Spring Chinook,Minam River,45.22171634,-117.520336,1
1344,2011,Spring Chinook,Minam River,45.30838463,-117.5634373,1
1345,2011,Spring Chinook,Minam River,45.22171324,-117.5200757,1
1346,2011,Spring Chinook,Minam River,45.29596701,-117.5521868,1
1347,2011,Spring Chinook,Minam River,45.22129197,-117.5184565,1
1348,2011,Spring Chinook,Minam River,45.22112156,-117.5179294,1
1349,2011,Spring Chinook,Minam River,45.2210644,-117.5172772,1
1350,2011,Spring Chinook,Minam River,45.22028748,-117.5173277,1
1351,2011,Spring Chinook,Minam River,45.21930168,-117.5199142,1
1352,2011,Spring Chinook,Minam River,45.21930168,-117.5154315,1
1353,2011,Spring Chinook,Minam River,45.1828658,-117.470866,1
1354,2011,Spring Chinook,Minam River,45.1828658,-117.470866,1
1355,2011,Spring Chinook,Minam River,45.1828658,-117.470866,1
1356,2011,Spring Chinook,Minam River,45.18294761,-117.4699825,1
1357,2011,Spring Chinook,Minam River,45.1782291,-117.4591715,1
1358,2011,Spring Chinook,Minam River,45.17660586,-117.4568104,1
1359,2011,Spring Chinook,Minam River,45.22171877,-117.5201858,1
1360,2011,Spring Chinook,Minam River,45.30614549,-117.5596726,1
1361,2011,Spring Chinook,Minam River,45.30821675,-117.5634477,1
1362,2011,Spring Chinook,Minam River,45.30819763,-117.5634734,1
1363,2011,Spring Chinook,Minam River,45.30814609,-117.563494,1
1364,2011,Spring Chinook,Minam River,45.30788658,-117.5635296,1
1365,2011,Spring Chinook,Minam River,45.30791399,-117.5635655,1
1366,2011,Spring Chinook,Minam River,45.30799345,-117.5631295,1
1367,2011,Spring Chinook,Minam River,45.3080134,-117.5631268,1
1368,2011,Spring Chinook,Minam River,45.30770168,-117.5631791,1
1369,2011,Spring Chinook,Minam River,45.30636334,-117.5623484,1
1370,2011,Spring Chinook,Minam River,45.30632772,-117.562242,1
1371,2011,Spring Chinook,Minam River,45.3063599,-117.5621923,1
1372,2011,Spring Chinook,Minam River,45.30627105,-117.5611026,1
1373,2011,Spring Chinook,Minam River,45.29613993,-117.5517982,1
1374,2011,Spring Chinook,Minam River,45.30658638,-117.5593548,1
1375,2011,Spring Chinook,Minam River,45.29590935,-117.551723,1
1376,2011,Spring Chinook,Minam River,45.30613091,-117.5596982,1
1377,2011,Spring Chinook,Minam River,45.30612093,-117.5596973,1
1378,2011,Spring Chinook,Minam River,45.30573503,-117.559895,1
1379,2011,Spring Chinook,Minam River,45.30569522,-117.5599672,1
1380,2011,Spring Chinook,Minam River,45.30568692,-117.5599737,1
1381,2011,Spring Chinook,Minam River,45.30557033,-117.5599762,1
1382,2011,Spring Chinook,Minam River,45.29643824,-117.5514829,1
1383,2011,Spring Chinook,Minam River,45.29643875,-117.5515031,1
1384,2011,Spring Chinook,Minam River,45.29642408,-117.5514985,1
1385,2011,Spring Chinook,Minam River,45.29599777,-117.5515821,1
1386,2011,Spring Chinook,Minam River,45.29594631,-117.5521814,1
1387,2011,Spring Chinook,Minam River,45.30852277,-117.5635221,1
1388,2011,Spring Chinook,Minam River,45.30658714,-117.5593555,1
1389,2011,Spring Chinook,Minam River,45.30814701,-117.5636298,1
1390,2011,Spring Chinook,Minam River,45.30565993,-117.5598065,1
1391,2011,Spring Chinook,Minam River,45.35132797,-117.6298666,1
1392,2011,Spring Chinook,Minam River,45.34907274,-117.630293,1
1393,2011,Spring Chinook,Minam River,45.34757045,-117.6294664,1
1394,2011,Spring Chinook,Minam River,45.34655917,-117.6243988,1
1395,2011,Spring Chinook,Minam River,45.34664635,-117.6245871,1
1396,2011,Spring Chinook,Minam River,45.34492462,-117.6187858,1
1397,2011,Spring Chinook,Minam River,45.34465564,-117.6187906,1
1398,2011,Spring Chinook,Minam River,45.34305302,-117.6125534,1
1399,2011,Spring Chinook,Minam River,45.31086979,-117.5642913,1
1400,2011,Spring Chinook,Minam River,45.30887078,-117.5637349,1
1401,2011,Spring Chinook,Minam River,45.30887062,-117.5634758,1
1402,2011,Spring Chinook,Minam River,45.35472625,-117.6311873,1
1403,2011,Spring Chinook,Minam River,45.30844658,-117.5634117,1
1404,2011,Spring Chinook,Minam River,45.35523805,-117.6316016,1
1405,2011,Spring Chinook,Minam River,45.30808255,-117.5636263,1
1406,2011,Spring Chinook,Minam River,45.30781467,-117.5635537,1
1407,2011,Spring Chinook,Minam River,45.30769003,-117.5636339,1
1408,2011,Spring Chinook,Minam River,45.30750688,-117.5635505,1
1409,2011,Spring Chinook,Minam River,45.30757427,-117.5635704,1
1410,2011,Spring Chinook,Minam River,45.30749456,-117.5634645,1
1411,2011,Spring Chinook,Minam River,45.30651354,-117.5626404,1
1412,2011,Spring Chinook,Minam River,45.30635739,-117.5623878,1
1413,2011,Spring Chinook,Minam River,45.30639192,-117.5605917,1
1414,2011,Spring Chinook,Minam River,45.30641514,-117.5593265,1
1415,2011,Spring Chinook,Minam River,45.30586042,-117.5596707,1
1416,2011,Spring Chinook,Minam River,45.30582782,-117.5598102,1
1417,2011,Spring Chinook,Minam River,45.30858681,-117.5634125,1
1418,2011,Spring Chinook,Minam River,45.34303836,-117.6120393,1
1419,2011,Spring Chinook,Minam River,45.1778499,-117.4582185,1
1420,2011,Spring Chinook,Minam River,45.17798561,-117.4583582,1
1421,2011,Spring Chinook,Minam River,45.30845965,-117.5633161,1
1422,2011,Spring Chinook,Minam River,45.17794713,-117.4582043,1
1423,2011,Spring Chinook,Minam River,45.36690281,-117.6433629,1
1424,2011,Spring Chinook,Minam River,45.17779106,-117.459336,1
1425,2011,Spring Chinook,Minam River,45.18227094,-117.4685657,1
1426,2011,Spring Chinook,Minam River,45.17905313,-117.4603158,1
1427,2011,Spring Chinook,Minam River,45.17919352,-117.4605683,1
1428,2011,Spring Chinook,Minam River,45.17966249,-117.4611602,1
1429,2011,Spring Chinook,Minam River,45.38193692,-117.656045,1
1430,2011,Spring Chinook,Minam River,45.38144918,-117.6554087,1
1431,2011,Spring Chinook,Minam River,45.35133074,-117.6298853,1
1432,2011,Spring Chinook,Minam River,45.3627976,-117.6397142,1
1433,2011,Spring Chinook,Minam River,45.18179862,-117.4682973,1
1434,2011,Spring Chinook,Minam River,45.34111295,-117.6098787,1
1435,2011,Spring Chinook,Minam River,45.29477159,-117.5528142,1
1436,2011,Spring Chinook,Minam River,45.37169248,-117.6504014,1
1437,2011,Spring Chinook,Minam River,45.3716623,-117.6503972,1
1438,2011,Spring Chinook,Minam River,45.37067014,-117.6467302,1
1439,2011,Spring Chinook,Minam River,45.37037669,-117.6453113,1
1440,2011,Spring Chinook,Minam River,45.36500615,-117.6442053,1
1441,2011,Spring Chinook,Minam River,45.36642697,-117.6442623,1
1442,2011,Spring Chinook,Minam River,45.36273734,-117.6397741,1
1443,2011,Spring Chinook,Minam River,45.36259669,-117.6394412,1
1444,2011,Spring Chinook,Minam River,45.35992839,-117.6367199,1
1445,2011,Spring Chinook,Minam River,45.35565957,-117.6318919,1
1446,2011,Spring Chinook,Minam River,45.37172232,-117.6506055,1
1447,2011,Spring Chinook,Minam River,45.38053094,-117.6550145,1
1448,2011,Spring Chinook,Minam River,45.34447024,-117.6528816,1
1449,2011,Spring Chinook,Minam River,45.34446973,-117.6528721,1
1450,2011,Spring Chinook,Minam River,45.34300324,-117.6486513,1
1451,2011,Spring Chinook,Minam River,45.34300659,-117.6482856,1
1452,2011,Spring Chinook,Minam River,45.3428418,-117.6483309,1
1453,2011,Spring Chinook,Minam River,45.34257961,-117.6481079,1
1454,2011,Spring Chinook,Minam River,45.34257995,-117.6481503,1
1455,2011,Spring Chinook,Minam River,45.34248825,-117.6476484,1
1456,2011,Spring Chinook,Minam River,45.34069033,-117.6461809,1
1457,2011,Spring Chinook,Minam River,45.33815665,-117.6442546,1
1458,2011,Spring Chinook,Minam River,45.38132647,-117.6557196,1
1459,2011,Spring Chinook,Minam River,45.38135413,-117.6556737,1
1460,2011,Spring Chinook,Minam River,45.34837302,-117.6522709,1
1461,2011,Spring Chinook,Minam River,45.38071526,-117.6548995,1
1462,2011,Spring Chinook,Minam River,45.37030879,-117.6454101,1
1463,2011,Spring Chinook,Minam River,45.38018653,-117.654989,1
1464,2011,Spring Chinook,Minam River,45.37978806,-117.6545726,1
1465,2011,Spring Chinook,Minam River,45.37959586,-117.6544054,1
1466,2011,Spring Chinook,Minam River,45.37170715,-117.6508031,1
1467,2011,Spring Chinook,Minam River,45.37185081,-117.6504283,1
1468,2011,Spring Chinook,Minam River,45.3690438,-117.642969,1
1469,2011,Spring Chinook,Minam River,45.3708216,-117.6473806,1
1470,2011,Spring Chinook,Minam River,45.37067106,-117.6466973,1
1471,2011,Spring Chinook,Minam River,45.37077516,-117.6466871,1
1472,2011,Spring Chinook,Minam River,45.37064466,-117.6456489,1
1473,2011,Spring Chinook,Minam River,45.29594069,-117.5520626,1
1474,2011,Spring Chinook,Minam River,45.36765492,-117.6429384,1
1475,2011,Spring Chinook,Minam River,45.38085071,-117.6550564,1
1476,2011,Spring Chinook,Minam River,45.36464933,-117.6667594,1
1477,2011,Spring Chinook,Minam River,45.29481676,-117.5530699,1
1478,2011,Spring Chinook,Minam River,45.36951142,-117.6705685,1
1479,2011,Spring Chinook,Minam River,45.36878195,-117.6703805,1
1480,2011,Spring Chinook,Minam River,45.36803789,-117.6702999,1
1481,2011,Spring Chinook,Minam River,45.36812816,-117.6698218,1
1482,2011,Spring Chinook,Minam River,45.34838534,-117.653982,1
1483,2011,Spring Chinook,Minam River,45.36469409,-117.6668598,1
1484,2011,Spring Chinook,Minam River,45.29466715,-117.5526597,1
1485,2011,Spring Chinook,Minam River,45.36449745,-117.6653431,1
1486,2011,Spring Chinook,Minam River,45.36377753,-117.6641093,1
1487,2011,Spring Chinook,Minam River,45.36267514,-117.6636912,1
1488,2011,Spring Chinook,Minam River,45.36268629,-117.6637041,1
1489,2011,Spring Chinook,Minam River,45.34949636,-117.6544737,1
1490,2011,Spring Chinook,Minam River,45.36614492,-117.6683769,1
1491,2011,Spring Chinook,Minam River,45.36205346,-117.6629059,1
1492,2011,Spring Chinook,Minam River,45.34919671,-117.6542437,1
1493,2011,Spring Chinook,Minam River,45.34949091,-117.6544359,1
1494,2011,Spring Chinook,Minam River,45.34875448,-117.6541769,1
1495,2011,Spring Chinook,Minam River,45.34996013,-117.6550942,1
1496,2011,Spring Chinook,Minam River,45.3513377,-117.6553567,1
1497,2011,Spring Chinook,Minam River,45.35527803,-117.6589258,1
1498,2011,Spring Chinook,Minam River,45.35606886,-117.6592443,1
1499,2011,Spring Chinook,Minam River,45.3570182,-117.6600983,1
1500,2011,Spring Chinook,Minam River,45.35773435,-117.6609532,1
1501,2011,Spring Chinook,Minam River,45.35790785,-117.6617538,1
1502,2011,Spring Chinook,Minam River,45.34946736,-117.6543803,1
1503,2011,Spring Chinook,Upper Grande Ronde River,45.05454,-118.29533,1
1504,2011,Spring Chinook,Upper Grande Ronde River,45.05594,-118.29808,1
1505,2011,Spring Chinook,Upper Grande Ronde River,45.05498,-118.29714,1
1506,2011,Spring Chinook,Upper Grande Ronde River,45.05464,-118.29692,1
1507,2011,Spring Chinook,Upper Grande Ronde River,45.05475,-118.29675,1
1508,2011,Spring Chinook,Upper Grande Ronde River,45.05446,-118.29522,1
1509,2011,Spring Chinook,Upper Grande Ronde River,45.05261295,-118.292597,1
1510,2011,Spring Chinook,Upper Grande Ronde River,45.0515311,-118.2918705,1
1511,2011,Spring Chinook,Upper Grande Ronde River,45.05153127,-118.2918702,1
1512,2011,Spring Chinook,Upper Grande Ronde River,45.05122424,-118.2902051,1
1513,2011,Spring Chinook,Upper Grande Ronde River,45.05102995,-118.289015,1
1514,2011,Spring Chinook,Upper Grande Ronde River,45.05129859,-118.2899237,1
1515,2011,Spring Chinook,Upper Grande Ronde River,45.05604,-118.29816,1
1516,2011,Spring Chinook,Upper Grande Ronde River,45.05683,-118.29923,1
1517,2011,Spring Chinook,Upper Grande Ronde River,45.05728,-118.29971,1
1518,2011,Spring Chinook,Upper Grande Ronde River,45.05798,-118.30015,1
1519,2011,Spring Chinook,Upper Grande Ronde River,45.05803,-118.3002,1
1520,2011,Spring Chinook,Upper Grande Ronde River,45.05957,-118.30198,1
1521,2011,Spring Chinook,Upper Grande Ronde River,45.06183,-118.30727,1
1522,2011,Spring Chinook,Upper Grande Ronde River,45.06324263,-118.3107536,1
1523,2011,Spring Chinook,Upper Grande Ronde River,45.06492505,-118.3130819,1
1524,2011,Spring Chinook,Upper Grande Ronde River,45.06638082,-118.312988,1
1525,2011,Spring Chinook,Upper Grande Ronde River,45.07072533,-118.3163548,1
1526,2011,Spring Chinook,Upper Grande Ronde River,45.07241864,-118.3174971,1
1527,2011,Spring Chinook,Upper Grande Ronde River,45.07708685,-118.3253929,1
1528,2011,Spring Chinook,Upper Grande Ronde River,45.07225133,-118.3172321,1
1529,2011,Spring Chinook,Upper Grande Ronde River,45.1647054,-118.3832727,1
1530,2011,Spring Chinook,Upper Grande Ronde River,45.07284268,-118.3192535,1
1531,2011,Spring Chinook,Upper Grande Ronde River,45.07296128,-118.3192754,1
1532,2011,Spring Chinook,Upper Grande Ronde River,45.07294594,-118.3193269,1
1533,2011,Spring Chinook,Upper Grande Ronde River,45.07304871,-118.3195265,1
1534,2011,Spring Chinook,Upper Grande Ronde River,45.07304703,-118.3195465,1
1535,2011,Spring Chinook,Upper Grande Ronde River,45.07295785,-118.3203802,1
1536,2011,Spring Chinook,Upper Grande Ronde River,45.07295726,-118.3205543,1
1537,2011,Spring Chinook,Upper Grande Ronde River,45.07295726,-118.3205543,1
1538,2011,Spring Chinook,Upper Grande Ronde River,45.07295726,-118.3205543,1
1539,2011,Spring Chinook,Upper Grande Ronde River,45.07257882,-118.3207703,1
1540,2011,Spring Chinook,Upper Grande Ronde River,45.07256138,-118.3206034,1
1541,2011,Spring Chinook,Upper Grande Ronde River,45.07362555,-118.3219273,1
1542,2011,Spring Chinook,Upper Grande Ronde River,45.07948098,-118.3322819,1
1543,2011,Spring Chinook,Upper Grande Ronde River,45.07456885,-118.3220655,1
1544,2011,Spring Chinook,Upper Grande Ronde River,45.05084454,-118.2878399,1
1545,2011,Spring Chinook,Upper Grande Ronde River,45.07704419,-118.3253996,1
1546,2011,Spring Chinook,Upper Grande Ronde River,45.07254839,-118.3178766,1
1547,2011,Spring Chinook,Upper Grande Ronde River,45.07712868,-118.3279596,1
1548,2011,Spring Chinook,Upper Grande Ronde River,45.07731903,-118.3270549,1
1549,2011,Spring Chinook,Upper Grande Ronde River,45.07699608,-118.3259791,1
1550,2011,Spring Chinook,Upper Grande Ronde River,45.14705345,-118.3722692,1
1551,2011,Spring Chinook,Upper Grande Ronde River,45.14726979,-118.3722668,1
1552,2011,Spring Chinook,Upper Grande Ronde River,45.14750062,-118.3722242,1
1553,2011,Spring Chinook,Upper Grande Ronde River,45.16640475,-118.3841964,1
1554,2011,Spring Chinook,Upper Grande Ronde River,45.04922792,-118.2809286,1
1555,2011,Spring Chinook,Upper Grande Ronde River,45.05036241,-118.2846934,1
1556,2011,Spring Chinook,Upper Grande Ronde River,45.05110404,-118.2874731,1
1557,2011,Spring Chinook,Upper Grande Ronde River,45.07379394,-118.3218341,1
1558,2011,Spring Chinook,Upper Grande Ronde River,45.21532807,-118.3933181,1
1559,2011,Spring Chinook,Upper Grande Ronde River,45.17480208,-118.3879328,1
1560,2011,Spring Chinook,Upper Grande Ronde River,45.17658181,-118.3889317,1
1561,2011,Spring Chinook,Upper Grande Ronde River,45.17662849,-118.3889471,1
1562,2011,Spring Chinook,Upper Grande Ronde River,45.17672539,-118.3889777,1
1563,2011,Spring Chinook,Upper Grande Ronde River,45.17713333,-118.3889016,1
1564,2011,Spring Chinook,Upper Grande Ronde River,45.18101801,-118.3889072,1
1565,2011,Spring Chinook,Upper Grande Ronde River,45.1804659,-118.3893056,1
1566,2011,Spring Chinook,Upper Grande Ronde River,45.18047989,-118.389312,1
1567,2011,Spring Chinook,Upper Grande Ronde River,45.18176165,-118.3881908,1
